x,y,mark,site_ID,site,ID,quad,Date_Marked2015,N15,L15,size15,CT15,FR15,DT15,Notes15,Comm15,libsur15_16,consur15_16,Total.leaves.including.brown.ones2015,N.DEAD15,date16,N16,L16,size16,CT16,FR16,DT16,Notes16,Comm16,libsur16_17,consur16_17,date17,N17,L17,size17,CT17,FR17,DT17,Notes17,Comm17,libsur17_18,consur17_18,N18,L18,size18,FR18,Notes18,Comm18,include.in.19.census,N19,L19,FR19,Notes19,Comm19,libsur18_19,size19,N20,L20,FR20,FLW20,Notes20,Comm20,libsur19_20,size20,N21,L21,FR21,FLW21,Notes21,Comm21,libsur20_21,size21,N22,L22,FR22,FLW22,Notes22,Comm22,Measurer22,libsur21_22,size22,N23,L23,FR23,FLW23,Notes23,Comm23,Measurer23,libsur22_23,size23,N24,L24,FR24,FLW24,Note24,Comm24,libsur23_24,size24
40,34,yp,B1_51,B1,51,3,NA,1,24,24,0,0,NA,NA,NA,1,1,1,NA,NA,2,15,30,0,0,2,NA,NA,1,1,NA,7,19,133,4,0,0,NA,NA,1,1,5,26,130,0,NA,old x=45,Y,9,27,NA,NA,NA,1,243,4,25,0,0,NA,NA,1,100,1,19,0,2,NA,NA,1,19,0,NA,NA,NA,NA,sen burn,as,1,0,3,22,NA,NA,NA,NA,gage,1,66,3,23,NA,NA,NA,NA,1,69
45,42,bp,B1_52,B1,52,3,NA,5,18,90,0,0,NA,NA,NA,1,1,5,NA,NA,5,30,150,1,3,3,NA,herbivory on trap,1,1,NA,14,21,294,4,0,2,NA,NA,1,1,9,31,279,8,NA,NA,Y,8,19,NA,NA,NA,1,152,5,11,0,0,NA,NA,1,55,7,15,NA,NA,NA,NA,1,105,0,NA,NA,NA,NA,sen burn,as,1,0,5,14,NA,NA,NA,NA,gage,1,70,3,6,NA,NA,NA,NA,1,18
46,38,rp,B1_53,B1,53,3,NA,3,10,30,0,0,NA,NA,NA,1,1,3,NA,NA,6,20,120,3,0,0,NA,NA,1,1,NA,7,12,84,3,0,0,NA,NA,1,1,4,28,112,0,NA,NA,Y,0,NA,NA,NA,sen,1,0,2,23,0,0,NA,NA,1,46,NA,NA,NA,NA,mpd21,NA,0,0,0,NA,NA,NA,mpd21,sen burn,as,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,49,gh,B1_54,B1,54,3,NA,4,22,88,1,0,NA,NA,NA,1,1,8,NA,NA,7,24,168,1,4,3,NA,NA,1,1,NA,4,9,36,1,0,2,NA,NA,1,1,5,24,120,0,NA,NA,Y,7,33,NA,NA,NA,1,231,"3, 4","31, 35",3,8,2ros,was inf imm- recounted on 7/8,1,462,"3,6","19,24",1,6,2ros,NA,1,387,0,NA,NA,NA,2ros,sen burn,as,1,0,8,50,NA,NA,2ros,NA,gage,1,400,"4, 1","24, 11",NA,5,2ros,frunc,1,120
47,43,wp,B1_55,B1,55,3,NA,3,11,33,0,0,NA,NA,NA,1,1,3,NA,NA,4,10,40,0,0,3,NA,NA,1,1,NA,7,9,63,5,0,0,NA,NA,1,1,8,22,176,0,NA,NA,Y,0,NA,3,NA,sen,1,0,8,22,0,0,NA,NA,1,176,2,26,2,3,NA,NA,1,52,0,NA,NA,NA,NA,sen burn,as,1,0,8,21,NA,NA,NA,NA,gage,1,168,1,17,NA,7,NA,frunc,1,17
48,20,gd,B1_316,B1,316,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,60,2,0,1,NA,NA,1,1,6,14,84,0,NA,added,Y,2,30,NA,NA,NA,1,60,5,28,0,2,NA,was inf imm- recounted on 7/8; inf aborted,1,140,6,24,NA,NA,NA,inf aborted,1,144,0,NA,NA,NA,NA,sen burn,as,1,0,4,40,0,11,NA,NA,gage,1,160,5,14,NA,NA,NA,NA,1,70
49,26,bd,B1_56,B1,56,3,NA,1,16,16,0,7,NA,NA,NA,1,1,5,NA,NA,4,33,132,0,4,2,NA,NA,1,1,NA,8,32,256,2,0,0,NA,NA,1,1,"4, 2","21, 12",108,11,2ros,NA,Y,"5, 3","25, 11",NA,2ros,NA,1,288,16,26,0,0,NA,inf herb; qs25-50 no new,1,416,8,29,NA,7,NA,"qs25-50 no new, inf broken",1,232,0,NA,NA,NA,NA,"sen burn, qs 25-50, no new",as,1,0,"6, 11","30, 33",NA,NA,2ros,qs25-50; no new,gage,1,1071,"5, 3","13, 11",5,1,2ros,"frunc; qs25-50, no new",1,104
50,27,rc,B1_57,B1,57,3,NA,3,20,60,1,7,NA,NA,NA,1,1,5,NA,NA,5,26,130,0,3,2,NA,NA,1,1,NA,4,11,44,0,0,4,dead17?,NA,NA,NA,NA,NA,NA,NA,dead17?,no comm abt qs/ns,Y,NA,NA,NA,dead17?,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,rd,B1_317,B1,317,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,39,156,1,0,1,NA,sdl; new16,1,1,NA,2,25,50,2,0,0,NA,NA,1,1,5,18,90,0,NA,NA,Y,6,28,NA,NA,NA,1,168,5,45,0,0,NA,NA,1,225,4,33,NA,NA,NA,old y = 2,1,132,0,NA,NA,NA,NA,"sen burn, plot burned",as,1,0,5,42,NA,NA,NA,NA,gage,1,210,2,26,NA,NA,NA,NA,1,52
1,40,yh,B1_318,B1,318,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24,192,2,0,1,NA,new17,1,1,7,33,231,0,NA,NA,Y,6,29,3,NA,NA,1,174,NA,NA,NA,NA,mpd20,PresAlive20,1,0,NA,NA,NA,NA,dead21,PresAlive21,1,0,0,NA,NA,NA,NA,"new lvs, sen burn",as,1,0,9,25,NA,NA,NA,inf imm,gage,1,225,6,10,NA,NA,NA,NA,1,60
2,2,op,B1_321,B1,321,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,60,0,0,1,NA,sdl; new16,1,1,NA,7,16,112,2,0,0,NA,NA,1,1,5,26,130,0,NA,NA,Y,4,29,NA,NA,NA,1,116,6,33,0,0,NA,NA,1,198,4,23,NA,NA,NA,NA,1,92,0,NA,NA,NA,NA,sen burn,as,1,0,4,33,NA,NA,NA,NA,gage,1,132,1,13,NA,NA,NA,NA,1,13
10,41,gd,B1_325,B1,325,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,63,1,0,1,NA,new17,1,1,5,12,60,0,NA,NA,Y,8,25,NA,NA,NA,1,200,4,30,0,0,NA,NA,1,120,7,36,NA,NA,NA,NA,1,252,0,NA,NA,NA,NA,sen burn,as,1,0,7,35,NA,NA,NA,inf imm,gage,1,245,NA,NA,NA,NA,NA,oldx=3,1,NA
4,11,oh,B1_326,B1,326,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,24,3,0,0,NA,new17,1,1,4,9,36,0,bew sm pls,NA,Y,11,8,NA,bew sm pls,NA,1,88,8,16,0,0,bew unm plt right + above,NA,1,128,NA,NA,NA,NA,mpd20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,gd,B1_58,B1,58,4,NA,4,20,80,1,0,NA,NA,NA,1,1,4,NA,NA,5,25,125,1,0,3,NA,NA,1,1,NA,7,16,112,0,0,0,NA,NA,1,1,2,21,42,0,NA,NA,Y,4,23,NA,NA,NA,1,92,4,26,0,0,NA,NA,1,104,2,31,NA,2,NA,inf broken,1,62,0,NA,NA,NA,NA,sen burn,as,1,0,5,30,NA,NA,NA,NA,gage,1,150,1,13,NA,NA,NA,NA,1,13
5,10,wh,B1_327,B1,327,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,21,1,0,0,NA,new17,1,1,6,14,84,0,NA,NA,Y,9,5,NA,NA,NA,1,45,10,18,0,0,new unm plt above,NA,1,180,3,21,1,2,new unm plt above,NA,1,63,0,NA,NA,NA,bew unm pl U,sen burn,as,1,0,0,NA,NA,NA,bew unm pl U,sen,gage,1,0,7,16,NA,NA,NA,NA,1,112
5,30,rd,B1_59,B1,59,4,NA,1,34,34,0,0,NA,NA,NA,1,1,3,NA,NA,3,33,99,0,9,0,NA,NA,1,1,NA,3,33,99,2,0,0,NA,broken fruit stalk,1,1,4,38,152,0,NA,NA,Y,0,NA,NA,NA,sen,1,0,NA,NA,NA,NA,dead20?,NA,0,0,NA,NA,NA,NA,dead20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,15,bd,B1_60,B1,60,4,NA,7,54,378,1,0,NA,NA,herbivory,1,1,7,NA,NA,5,32,160,0,9,1,NA,NA,1,1,NA,5,19,95,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,disc dens area,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,oh,B1_328,B1,328,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,21,147,0,0,2,NA,sdl; new16,1,1,NA,6,14,84,3,0,0,NA,NA,1,1,5,15,75,0,NA,NA,Y,3,31,NA,NA,NA,1,93,NA,NA,NA,NA,mpd20,NA,0,0,NA,NA,NA,NA,mpd20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,gh,B1_319,B1,319,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,27,108,1,0,0,NA,sdl; new16,1,1,NA,11,12,132,1,0,1,NA,NA,1,1,4,15,60,7,NA,NA,Y,4,22,NA,NA,NA,1,88,NA,NA,NA,NA,mpd20,PresAlive20,1,0,2,12,NA,NA,NA,NA,1,24,0,NA,NA,NA,NA,sen burn,as,1,0,NA,NA,NA,NA,mpd23,NA,gage,0,0,NA,NA,NA,NA,mpd23,NA,NA,NA
12,46,rh,B1_61,B1,61,4,NA,5,9,45,1,0,NA,NA,NA,1,1,7,NA,NA,6,13,78,1,0,4,NA,NA,1,1,NA,5,23,115,2,0,0,NA,NA,1,1,5,20,100,1,NA,NA,Y,4,44,4,NA,NA,1,176,5,29,0,0,bew unm plt above,NA,1,145,2,33,0,7,NA,NA,1,66,0,NA,NA,NA,NA,sen burn,as,1,0,9,42,NA,NA,NA,NA,gage,1,378,"4, 2","21, 23",7,3,2ros,NA,1,138
15,15,gd,B1_320,B1,320,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,84,3,0,0,NA,new17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,45,yh,B1_63,B1,63,4,NA,"7, 8","22, 12",250,2,0,0,NA,NA,1,1,8,NA,NA,"2, 5","25, 26",180,"0, 1",9,"0, 3",NA,NA,1,1,NA,"8, 5","13, 7",139,"2, 1",0,"2, 0",NA,NA,1,1,"2, 4","14, 16",92,0,2 ros,NA,Y,5,42,4,NA,NA,1,210,"4, 9","28, 25",0,0,2ros,NA,1,689,"4,2","25,21",NA,NA,2ros,NA,1,276,0,NA,NA,NA,2ros,sen burn,as,1,0,"11, 7","30, 15",NA,NA,2ros,inf imm,gage,1,810,"1, 4","10, 18",5,3,2ros,frunc; pt sen more lvs on 1st ros?,1,90
17,1,rh,B1_64,B1,64,4,NA,5,16,80,0,0,NA,NA,herbivory,1,1,11,NA,NA,1,22,22,0,14,1,NA,NA,1,1,NA,13,16,208,2,4,5,NA,NA,1,1,5,21,105,0,NA,NA,Y,3,30,NA,NA,NA,1,90,3,44,6,7,NA,was inf imm- recounted on 7/8,1,132,2,12,NA,NA,NA,NA,1,24,0,NA,NA,NA,NA,sen burn,as,1,0,0,NA,NA,NA,NA,sen,gage,1,0,NA,NA,NA,NA,dead23?,NA,NA,NA
18,27,wd,B1_65,B1,65,4,NA,4,7,28,0,0,NA,NA,NA,1,1,4,NA,NA,4,19,76,1,0,0,NA,NA,1,1,NA,9,13,117,1,0,0,NA,NA,1,1,3,13,39,0,NA,NA,Y,4,19,NA,NA,NA,1,76,5,25,0,0,NA,NA,1,125,8,28,0,0,NA,inf herb,1,224,0,NA,NA,NA,NA,sen burn,as,1,0,3,20,NA,NA,bew unm pl abv,NA,gage,1,60,4,11,NA,NA,R of tp,same pl?,1,44
18,45,wh,B1_66,B1,66,4,NA,7,21,147,1,2,NA,NA,NA,1,1,9,NA,NA,5,28,140,1,8,0,NA,NA,1,1,NA,7,32,224,2,0,1,NA,NA,1,1,6,26,156,9,NA,NA,Y,8,27,3,NA,NA,1,216,7,26,6,9,NA,NA,1,182,8,24,NA,NA,NA,NA,1,192,0,NA,NA,NA,NA,sen burn,as,1,0,0,NA,NA,NA,NA,sen,gage,1,0,4,18,9,1,!unm sm pl @ base,NA,1,72
19,42,oh,B1_67,B1,67,4,NA,2,33,66,0,4,NA,NA,fruit fell off,1,1,6,NA,NA,3,26,78,1,NA,1,NA,"unable to count fruits, stalk present",1,1,NA,4,8,32,0,0,4,NA,NA,1,1,6,14,84,0,NA,not dead17,Y,1,27,1,NA,NA,1,27,8,17,0,0,NA,NA,1,136,3,21,1,7,NA,NA,1,63,0,NA,NA,NA,NA,sen burn,as,1,0,0,NA,NA,NA,NA,sen inf imm,gage,1,0,6,20,NA,NA,NA,NA,1,120
20,10,rd,B1_68,B1,68,4,NA,4,15,60,1,0,NA,NA,NA,1,1,4,NA,NA,3,31,93,0,6,0,NA,NA,1,1,NA,10,14,140,3,0,2,NA,NA,1,1,5,23,115,1,NA,NA,Y,5,24,NA,NA,NA,1,120,NA,NA,NA,NA,dead20,PresAlive20,1,0,2,21,NA,NA,NA,NA,1,42,0,NA,NA,NA,NA,sen burn,as,1,0,NA,NA,NA,NA,dead23,NA,gage,0,0,NA,NA,NA,NA,dead23,NA,NA,NA
21,22,bh,B1_69,B1,69,4,NA,4,29,116,0,10,NA,NA,herbivory,1,1,7,NA,NA,1,21,21,0,10,1,NA,NA,1,1,NA,7,21,147,2,8,0,NA,NA,1,1,4,23,92,0,NA,NA,Y,3,20,2,NA,NA,1,60,4,21,0,0,NA,NA,1,84,5,15,2,3,NA,NA,1,75,0,NA,NA,NA,NA,sen burn,as,1,0,4,22,NA,NA,NA,NA,gage,1,88,6,13,NA,NA,NA,NA,1,78
22,12,bd,B1_70,B1,70,4,NA,7,14,98,1,0,NA,NA,NA,1,1,7,NA,NA,3,31,93,2,14,0,NA,NA,1,1,NA,12,23,276,3,0,2,NA,NA,1,1,7,16,112,3,NA,NA,Y,5,24,NA,NA,NA,1,120,4,22,7,7,NA,NA,1,88,5,19,NA,NA,NA,NA,1,95,0,NA,NA,NA,NA,sen burn,as,1,0,0,NA,NA,NA,NA,sen inf imm,gage,1,0,2,7,NA,NA,NA,NA,1,14
22,40,gh,B1_71,B1,71,4,NA,1,34,34,0,0,NA,NA,NA,1,1,1,NA,NA,3,13,39,2,0,0,NA,NA,1,1,NA,7,14,98,3,4,0,NA,NA,1,1,6,20,120,0,NA,NA,Y,6,29,4,NA,NA,1,174,8,23,0,5,NA,was inf imm- recounted on 7/8; stem removed,1,184,8,12,4,4,bew unm plt L,NA,1,96,0,NA,NA,NA,bew unm pl L,sen burn,as,1,0,0,NA,NA,NA,bew unm pl L,sen inf imm,gage,1,0,5,14,9,NA,NA,NA,1,70
25,42,rh,B1_72,B1,72,4,NA,7,31,217,1,0,NA,NA,NA,1,1,7,NA,NA,5,27,135,0,NA,2,NA,"stalk present, no fruits",1,1,NA,4,12,48,0,9,4,dead17?,NA,1,1,6,26,156,3,NA,not dead17,Y,9,32,1,NA,NA,1,288,6,36,0,0,NA,NA,1,216,5,29,2,2,NA,NA,1,145,0,NA,NA,NA,NA,sen burn,as,1,0,0,NA,NA,NA,NA,sen,gage,1,0,6,19,NA,NA,!unm pls @ base&D,NA,1,114
24,50,yd,B1_73,B1,73,4,NA,2,21,42,0,0,NA,NA,NA,1,1,4,NA,NA,3,26,78,1,0,0,NA,NA,1,1,NA,9,27,243,2,0,0,NA,broken fruit stalk,1,1,5,22,110,0,bew unm pls,NA,Y,3,29,NA,bew unm pls,NA,1,87,6,32,2,5,bew unm pls,NA,1,192,9,23,0,0,bew unm pls,inf herb,1,207,0,NA,NA,NA,bew unm pls,sen burn,as,1,0,6,32,NA,NA,bew unm pls,inf imm,gage,1,192,7,17,NA,NA,!unm pls,NA,1,119
25,3,oh,B1_322,B1,322,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,60,1,0,0,NA,sdl; new16,1,1,NA,8,23,184,3,6,4,NA,NA,1,1,4,15,60,0,NA,NA,Y,3,31,NA,NA,NA,1,93,0,NA,NA,NA,NA,sen,1,0,NA,NA,NA,NA,mpd21,PresAlive21,1,0,0,NA,NA,NA,NA,sen burn,as,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,39,bd,B1_74,B1,74,4,NA,NA,NA,NA,NA,NA,NA,NA,sen,1,1,3,NA,NA,4,28,112,0,0,1,NA,NA,1,1,NA,5,17,85,2,0,0,NA,NA,1,1,5,18,90,0,NA,NA,Y,6,19,NA,NA,NA,1,114,2,20,0,0,bew unm plt left,NA,1,40,6,24,NA,NA,bew unm plt L,NA,1,144,0,NA,NA,NA,bew unm pl L,sen burn,as,1,0,0,NA,NA,NA,bew unm pl L,sen,gage,1,0,3,17,4,NA,!unm pl L,NA,1,51
25,46,rh,B1_75,B1,75,4,NA,1,14,14,0,0,NA,NA,NA,1,1,2,NA,NA,6,13,78,0,0,0,NA,NA,1,1,NA,4,13,52,0,0,4,NA,NA,1,0,NA,NA,NA,NA,dead18,PresAlive18,Y,2,21,2,NA,NA,1,42,2,26,0,0,NA,inf herb,1,52,3,36,3,4,NA,NA,1,108,0,NA,NA,NA,NA,sen burn,as,1,0,0,NA,NA,NA,NA,sen,gage,1,0,2,19,NA,NA,NA,NA,1,38
28,48,wd,B1_323,B1,323,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,28,2,0,0,NA,new17,1,0,NA,NA,NA,NA,dead18,PresAlive18,Y,0,NA,NA,NA,new lvs,1,0,"6, 12","44, 44",NA,2,NA,inf im,1,1584,5,27,6,7,NA,NA,1,135,0,NA,NA,NA,NA,sen burn,as,1,0,5,21,NA,NA,unm pl R,NA,gage,1,105,"3, 5","12, 8",7,2,2ros,frunc,1,96
26,38,od,B1_324,B1,324,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,15,1,0,0,NA,new17,0,0,NA,NA,NA,NA,dead18,NA,Y,NA,NA,NA,dead18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,45,od,B1_76,B1,76,4,NA,3,33,99,0,0,NA,NA,NA,1,1,4,NA,NA,1,20,20,0,7,0,NA,NA,0,0,NA,3,11,33,0,0,3,dead17,NA,NA,NA,NA,NA,NA,NA,dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,11,bh,B1_77,B1,77,4,NA,2,24,48,1,0,NA,NA,NA,1,1,2,NA,NA,3,12,36,0,0,3,NA,NA,1,1,NA,7,14,98,5,0,0,NA,NA,1,0,NA,NA,NA,NA,dead18,qs 25-50; PresAlive18,Y,2,11,NA,NA,NA,1,22,1,14,0,0,NA,NA,1,14,1,30,NA,NA,NA,NA,1,30,0,NA,NA,NA,NA,sen burn,as,1,0,NA,NA,NA,NA,dead23,NA,gage,0,0,NA,NA,NA,NA,dead23,NA,NA,NA
46,20,op,B1_18.1.,B1,18.1.,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,80,0,NA,missed,Y,1,10,NA,NA,NA,1,10,4,22,0,0,NA,qns25-50,1,88,4,14,NA,NA,NA,qns25-50,1,56,0,NA,NA,NA,NA,"sen burn, qns 25-50",as,1,0,NA,NA,NA,NA,dead23,qns25-50,gage,0,0,NA,NA,NA,NA,dead23,qns25-50,NA,NA
9,45,rh,B1_78,B1,78,5,NA,5,6,30,3,0,NA,NA,3 brown traps,1,1,NA,NA,NA,4,15,60,0,0,0,NA,NA,1,1,NA,2,10,20,0,0,1,NA,NA,1,1,4,18,72,0,NA,NA,Y,3,21,NA,NA,NA,1,63,NA,NA,NA,NA,dead20,PresAlive20,1,0,1,23,NA,NA,NA,NA,1,23,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,0,NA,NA,NA,NA,new lvs,gage,1,0,NA,NA,NA,NA,dead24,NA,0,NA
11,48,oh,B1_79,B1,79,5,NA,3,15,45,0,0,NA,NA,NA,1,1,NA,NA,NA,3,19,57,1,5,0,NA,NA,1,1,NA,3,11,33,2,0,0,NA,NA,1,1,4,18,72,0,NA,NA,Y,3,34,NA,NA,NA,1,102,3,30,0,0,NA,herb,1,90,3,26,NA,NA,NA,NA,1,78,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,0,NA,NA,NA,NA,sen,aml,1,0,4,24,NA,NA,NA,NA,1,96
14,47,gp,B1_80,B1,80,5,NA,5,12,60,1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found tp, no plant",1,1,NA,3,15,45,1,0,2,NA,NA,1,1,3,12,36,0,NA,NA,Y,4,23,NA,NA,NA,1,92,3,18,0,0,NA,NA,1,54,2,15,NA,NA,NA,NA,1,30,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,0,NA,NA,NA,NA,sen,aml,1,0,NA,NA,NA,NA,dead24,NA,0,NA
18,43,yd,B1_83,B1,83,5,NA,4,17,68,2,0,NA,NA,1 brown trap,1,1,NA,NA,NA,3,30,90,1,1,2,NA,NA,1,1,NA,4,5,20,0,0,4,NA,NA,1,1,6,14,84,0,NA,NA,Y,"6, 5","18, 15",NA,2ros,NA,1,363,5,19,0,0,NA,NA,1,95,7,11,NA,NA,NA,NA,1,77,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,7,22,NA,NA,NA,NA,aml,1,154,NA,NA,NA,NA,dead24,NA,0,NA
18,49,bd,B1_84,B1,84,5,NA,5,8,40,1,0,NA,NA,NA,1,1,NA,NA,NA,7,13,91,0,0,1,NA,NA,1,1,NA,6,19,114,0,0,5,NA,NA,1,1,4,22,88,0,bew unm pls,NA,Y,2,36,NA,bew unm pls,NA,1,72,6,27,0,0,bew unm pls,NA,1,162,8,19,NA,NA,bew unm pls,NA,1,152,0,NA,NA,NA,bew unm pls,"sen, recently burned",tl,1,0,17,30,NA,NA,bew unm pls,NA,aml,1,510,8,45,NA,NA,!unm pls D&R,NA,1,360
20,44,gp,B1_85,B1,85,5,NA,4,21,84,1,0,NA,NA,NA,1,1,NA,NA,NA,2,34,68,1,2,0,NA,NA,1,1,NA,4,23,92,1,0,2,NA,stalk no fruits,1,1,6,22,132,0,NA,NA,Y,8,45,NA,NA,NA,1,360,6,25,0,6,NA,NA,1,150,6,28,7,7,NA,NA,1,168,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,0,NA,NA,NA,NA,sen,aml,1,0,NA,NA,NA,NA,dead24,NA,0,NA
21,25,od,B1_86,B1,86,5,NA,3,20,60,1,1,NA,NA,2 brown traps,1,1,NA,NA,NA,2,15,30,0,7,1,NA,NA,1,1,NA,4,24,96,0,0,2,NA,trap in a trap,1,1,6,24,144,0,NA,NA,Y,3,19,0,NA,inf burnt,1,57,1,33,0,0,NA,NA,1,33,4,15,NA,NA,NA,NA,1,60,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,6,30,NA,NA,NA,inf imm,aml,1,180,3,19,NA,NA,NA,NA,1,57
21,42,od,B1_87,B1,87,5,NA,6,11,66,2,0,NA,NA,2 brown traps,1,1,NA,NA,NA,6,29,174,2,0,1,NA,NA,1,1,NA,2,14,28,1,0,1,NA,stalk no fruit,1,1,5,20,100,0,NA,NA,Y,6,25,3,NA,NA,1,150,1,22,6,7,NA,was inf imm- recounted on 7/8,1,22,2,27,NA,NA,NA,inf aborted,1,54,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,3,36,NA,NA,NA,inf imm,aml,1,108,4,18,NA,NA,NA,NA,1,72
23,20,yd,B1_88,B1,88,5,NA,2,3,6,1,0,NA,NA,2 brown traps,1,1,NA,NA,NA,1,8,8,1,0,0,NA,NA,1,1,NA,4,19,76,0,0,3,NA,NA,1,1,3,13,39,0,NA,NA,Y,1,22,0,NA,inf burnt,1,22,3,17,0,0,NA,NA,1,51,4,24,NA,NA,NA,NA,1,96,0,NA,NA,NA,NA,"sen, recently burned",tl,1,0,4,16,NA,NA,NA,NA,aml,1,64,3,8,NA,NA,NA,NA,1,24
25,44,bd,B1_89,B1,89,5,NA,5,17,85,2,5,NA,NA,1 brown trap,1,1,NA,NA,NA,5,26,130,1,NA,1,NA,"stalk, no fruits",1,1,NA,6,8,48,1,0,1,NA,stalk no fruit,1,1,4,20,80,0,NA,1 stem eaten,Y,4,32,NA,NA,NA,1,128,10,27,0,0,NA,NA,1,270,5,17,4,4,NA,NA,1,85,1,9,NA,NA,NA,"sen, recently burned",tl,1,9,4,20,NA,NA,NA,NA,aml,1,80,"3, 2","20, 18",NA,NA,2ros,NA,1,100
