"","site","ID","quad","size0","rep0","sur0_1","sur0_1_tp","size1","N1","L1","rep1","comm1","startyear","TSF","TBF"
"341","B2","11","1",240,0,"1","1",NA,NA,NA,NA,"burnt; PresAlive16","2015",0,7
"342","B2","9","1",504,0,"1","1",NA,"1",NA,NA,"1 charred leaf","2015",0,7
"343","B2","10","1",144,0,"1","1",NA,NA,NA,NA,"burnt; PresAlive16","2015",0,7
"344","B2","12","1",225,0,"1","1",18,"3","6",0,"burnt, sprout","2015",0,7
"345","B2","13","1",90,0,"1","1",6,"1","6",0,"burnt, sprout","2015",0,7
"346","B2","14","1",352,0,"1","1",NA,NA,NA,NA,"no plant, no toothpick; PresAlive16","2015",0,7
"347","B2","15","1",210,0,"1","1",NA,NA,NA,NA,"No plant; PresAlive16","2015",0,7
"348","B2","16","1",65,0,"1","1",21,"3","7",0,NA,"2015",0,7
"349","B2","188","2",102,4,"1","1",NA,NA,NA,NA,"burnt; PresAlive16","2015",0,7
"350","B2","189","2",80,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"351","B2","190","2",90,9,"1","1",60,"2","30",0,"burnt, sprout","2015",0,7
"352","B2","249","3",200,0,"1","1",NA,NA,NA,NA,"No plant","2015",0,7
"353","B2","250","4",217,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"354","B2","251","4",144,0,"1","1",20,"2","10",0,"burnt, sprout","2015",0,7
"355","B2","252","4",69,8,"1","1",20,"2","10",0,"burnt, sprout","2015",0,7
"356","B2","253","4",56,7,"1","1",8,"2","4",0,"burnt, sprout","2015",0,7
"357","B2","254","4",0,9,"0","0",NA,NA,NA,NA,"No plant","2015",0,7
"358","B2","255","4",120,0,"1","1",NA,NA,NA,NA,"burnt; PresAlive16","2015",0,7
"359","B2","256","4",91,NA,"1","1",14,"2","7",0,"burnt, sprout","2015",0,7
"360","B2","257","4",30,0,"1","1",8,"1","8",0,"burnt, sprout","2015",0,7
"361","B2","265","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"362","B2","297","5",585,0,"1","1",46,"2","23",0,NA,"2015",0,7
"363","B2","298","5",NA,NA,NA,NA,22,"1","22",0,"burnt, resprouting","2015",0,7
"364","B2","318","5",150,7,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"365","B2","18.1.","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"366","B2","258","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"367","B2","259","5",104,0,"1","1",60,"4","15",0,"burnt fruiting stalk, 1 burnt leaf","2015",0,7
"368","B2","260","5",51,6,"1","1",184,"8","23",0,"3 burnt leaves","2015",0,7
"369","B2","261","5",70,7,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"370","B2","262","5",90,0,"1","1",348,"12","29",0,NA,"2015",0,7
"371","B2","263","5",126,0,"1","1",264,"8","33",0,"2 burnt leaves","2015",0,7
"372","B2","264","5",96,0,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"373","B2","266","5",15,0,"1","1",20,"2","10",0,"burnt, resprouting","2015",0,7
"374","B2","267","5",56,0,"1","1",35,"7","5",0,"6 burnt leaves","2015",0,7
"375","B2","268","5",80,7,"1","1",200,"8","25",0,"2 burnt leaves","2015",0,7
"376","B2","269","5",90,0,"1","1",105,"7","15",0,"2 burnt leaves","2015",0,7
"377","B2","270","5",90,0,"1","1",38,"2","19",0,"burnt, 1 resprout","2015",0,7
"378","B2","271","5",112,0,"1","1",51,"3","17",0,"burnt fruiting stalk","2015",0,7
"379","B2","272","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"380","B2","273","5",108,8,"1","1",84,"6","14",0,"burnt, 1 leaf not burnt","2015",0,7
"381","B2","274","5",105,0,"1","1",144,"8","18",0,NA,"2015",0,7
"382","B2","275","5",144,8,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"383","B2","276","5",48,0,"1","1",27,"3","9",0,"burnt?","2015",0,7
"384","B2","277","5",162,0,"1","1",104,"4","26",0,"partially burnt (2 leaves)","2015",0,7
"385","B2","278","5",210,9,"1","1",108,"4","27",0,"fruiting stalk burnt","2015",0,7
"386","B2","279","5",216,0,"1","1",48,"3","16",0,"partially burnt and fruiting stalk burnt, 3 unburnt leaves","2015",0,7
"387","B2","280","5",133,0,"1","1",150,"6","25",NA,"fruiting stalk burnt","2015",0,7
"388","B2","281","5",55,5,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"389","B2","282","5",75,6,"1","1",108,"6","18",0,NA,"2015",0,7
"390","B2","283","5",96,5,"1","1",120,"5","24",0,NA,"2015",0,7
"391","B2","284","5",60,6,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"392","B2","286","5",350,0,"1","1",NA,"3",NA,0,"burnt, some leaves charred, resprouting","2015",0,7
"393","B2","285","5",80,0,"1","1",34,"2","17",0,NA,"2015",0,7
"394","B2","289","5",96,0,"1","1",138,"6","23",0,"burnt, some leaves charred, resprouting","2015",0,7
"395","B2","287","5",120,15,"1","1",NA,"3",NA,0,"burnt, some leaves charred, resprouting","2015",0,7
"396","B2","288","5",270,0,"1","1",87,"3","29",0,"burnt, resprouting","2015",0,7
"397","B2","291","5",100,16,"1","1",14,"2","7",0,"burnt, resprouting","2015",0,7
"398","B2","290","5",154,0,"1","1",84,"4","21",0,NA,"2015",0,7
"399","B2","292","5",165,14,"0","0",NA,NA,NA,NA,"No plant","2015",0,7
"400","B2","293","5",162,12,"1","1",153,"9","17",0,"partially burnt","2015",0,7
"401","B2","294","5",325,0,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"402","B2","295","5",184,0,"1","1",36,"3","12",0,"burnt, resprouting","2015",0,7
"403","B2","299","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"404","B2","300","5",60,0,"1","1",10,"1","10",0,"burnt, resprouting","2015",0,7
"405","B2","301","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"406","B2","302","5",60,0,"1","1",32,"4","8",0,"burnt, resprouting","2015",0,7
"407","B2","303","5",120,9,"1","1",45,"3","15",0,"burnt, some leaves charred, resprouting","2015",0,7
"408","B2","304","5",72,6,"1","1",30,"2","15",0,"burnt, resprouting","2015",0,7
"409","B2","305","5",56,0,"1","1",NA,"5",NA,0,"all leaves burnt at ends","2015",0,7
"410","B2","306","5",42,0,"1","1",20,"2","10",0,"burnt, resprouting","2015",0,7
"411","B2","307","5",240,0,"1","1",7,"1","7",0,"burnt, resprouting","2015",0,7
"412","B2","308","5",80,6,"1","1",80,"5","16",0,"4 burnt leaves, 1 resprout","2015",0,7
"413","B2","309","5",54,0,"1","1",50,"2","25",0,"burnt, resprouting","2015",0,7
"414","B2","310","5",33,0,"1","1",NA,"6",NA,NA,NA,"2015",0,7
"415","B2","311","5",90,6,"1","1",80,"4","20",0,"3 burnt leaves","2015",0,7
"416","B2","312","5",110,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"417","B2","313","5",320,0,"1","1",76,"4","19",0,"burnt, resprouting","2015",0,7
"418","B2","314","5",200,0,"1","1",30,"3","10",0,"burnt, resprouting","2015",0,7
"419","B2","315","5",72,0,"1","1",NA,NA,NA,NA,"burnt; no plant","2015",0,7
"420","B2","316","5",110,0,"1","1",10,"1","10",0,"burnt, resprouting","2015",0,7
"421","B2","317","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"422","B2","319","6",270,6,"1","1",28,"2","14",0,NA,"2015",0,7
"423","B2","321","6",200,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"424","B2","322","7",6,0,"1","1",2,"1","2",0,"sprout","2015",0,7
"425","B2","323","7",100,0,"1","1",160,"8","20",0,NA,"2015",0,7
"426","B2","324","7",147,0,"1","1",325,"13","25",0,NA,"2015",0,7
"427","B2","325","7",152,0,"1","1",140,"7","20",0,"burnt stalk","2015",0,7
"428","B2","326","7",30,7,"1","1",85,"5","17",0,NA,"2015",0,7
"429","B2","327","7",715,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"430","B2","328","7",32,0,"0","0",NA,NA,NA,NA,"burnt","2015",0,7
"431","B2","329","7",220,0,"1","1",176,"8","22",0,NA,"2015",0,7
"432","B2","330","8",12,8,"1","1",2,"1","2",0,"sprout","2015",0,7
"433","B2","331","8",25,NA,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"434","B2","332","9",156,0,"0","0",NA,NA,NA,NA,NA,"2015",0,7
"435","B2","333","9",115,NA,"1","1",90,"3","30",0,NA,"2015",0,7
"436","B2","334","9",90,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"437","B2","335","9",171,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"438","B2","336","9",192,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"439","B2","337","9",114,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"440","B2","338","9",85,0,"1","1",90,"5","18",0,NA,"2015",0,7
"441","B2","339","9",114,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"442","B2","17","10",114,0,"1","1",34,"1","34",0,NA,"2015",0,7
"443","B2","18","10",39,0,"1","1",125,"5","25",0,NA,"2015",0,7
"444","B2","19","10",140,0,"1","1",4,"2","2",0,NA,"2015",0,7
"445","B2","20","10",10,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"446","B2","21","10",304,6,"1","1",8,"2","4",0,"burnt stalk","2015",0,7
"447","B2","22","10",126,0,"1","1",28,"2","14",0,NA,"2015",0,7
"448","B2","23","10",78,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"449","B2","24","10",450,0,"1","1",55,"5","11",0,NA,"2015",0,7
"450","B2","25","10",51,0,"0","0",NA,NA,NA,NA,NA,"2015",0,7
"451","B2","26","10",220,0,"1","1",84,"6","14",0,NA,"2015",0,7
"452","B2","27","10",99,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"453","B2","28","10",2,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"454","B2","56","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"455","B2","57","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"456","B2","58","11",650,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"457","B2","29","11",0,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"458","B2","30","11",135,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"459","B2","31","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"460","B2","32","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"461","B2","33","11",80,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"462","B2","34","11",28,0,"1","1",5,"1","5",0,"seedling","2015",0,7
"463","B2","35","11",480,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"464","B2","36","11",324,4,"1","1",NA,NA,NA,NA,"no plant, no toothpick; PresAlive16","2015",0,7
"465","B2","37","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"466","B2","38","11",234,12,"1","1",NA,NA,NA,NA,"no plant, no toothpick","2015",0,7
"467","B2","39","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"468","B2","40","11",560,10,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"469","B2","41","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"470","B2","42","11",384,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"471","B2","43","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"472","B2","44","11",30,0,"1","1",40,"4","10",0,NA,"2015",0,7
"473","B2","46","11",18,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"474","B2","47","11",10,0,"1","1",5,"1","5",0,NA,"2015",0,7
"475","B2","49","11",28,0,"1","1",NA,NA,NA,NA,"no plant, no toothpick","2015",0,7
"476","B2","50","11",24,0,"1","1",NA,NA,NA,NA,"burnt; PresAlive16","2015",0,7
"477","B2","51","11",238,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"478","B2","53","11",16,0,"0","0",NA,NA,NA,NA,"burnt","2015",0,7
"479","B2","55","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"480","B2","59","12",72,0,"1","1",42,"3","14",0,"dead stalk, burnt, alive, regrowth","2015",0,7
"481","B2","60","12",160,0,"1","1",9,"1","9",0,"burnt, not dead","2015",0,7
"482","B2","61","12",455,0,"1","1",39,"3","13",0,"burnt stalk (regrowth)","2015",0,7
"483","B2","70","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"484","B2","71","13",312,0,"1","1",32,"1","32",0,"burnt; regrowth","2015",0,7
"485","B2","62","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"486","B2","63","13",10,0,"0","0",NA,NA,NA,NA,"burnt","2015",0,7
"487","B2","64","13",228,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"488","B2","65","13",186,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"489","B2","66","13",175,0,"1","1",14,"1","14",0,"burnt; regrowth","2015",0,7
"490","B2","67","13",231,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"491","B2","68","13",80,0,"1","1",7,"1","7",0,"burnt; regrowth","2015",0,7
"492","B2","69","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"493","B2","72","13",20,0,"0","0",NA,NA,NA,NA,"no plant, no toothpick","2015",0,7
"494","B2","90","14",108,7,"1","1",10,"1","10",0,"burnt; regrowth","2015",0,7
"495","B2","91","14",255,7,"1","1",30,"2","15",0,"burnt; regrowth","2015",0,7
"496","B2","92","14",176,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"497","B2","75","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"498","B2","76","14",120,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"499","B2","77","14",112,0,"1","1",14,"2","7",0,"burnt; regrowth","2015",0,7
"500","B2","78","14",214,0,"1","1",14,"1","14",0,"burnt; regrowth","2015",0,7
"501","B2","80","14",392,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"502","B2","81","14",160,0,"1","1",18,"2","9",0,"burnt; regrowth","2015",0,7
"503","B2","82","14",126,8,"0","0",NA,NA,NA,NA,"burnt","2015",0,7
"504","B2","83","14",198,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"505","B2","84","14",220,6,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"506","B2","85","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"507","B2","86","14",640,0,"1","1",96,"3","32",0,"burnt; regrowth","2015",0,7
"508","B2","87","14",320,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"509","B2","88","14",612,0,"1","1",50,"2","25",0,"burnt; regrowth","2015",0,7
"510","B2","89","14",133,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"511","B2","93","15",136,0,"1","1",46,"2","23",0,"sprout","2015",0,7
"512","B2","94","15",190,5,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"513","B2","95","15",210,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"514","B2","96","15",112,10,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"515","B2","97","15",288,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"516","B2","98","16",36,0,"1","1",8,"1","8",0,"sprout","2015",0,7
"517","B2","99","16",56,9,"1","1",19,"1","19",0,"burnt","2015",0,7
"518","B2","100","16",68,0,"1","1",16,"1","16",0,"sprout","2015",0,7
"519","B2","101","16",NA,NA,NA,NA,28,"2","14",0,"sprout","2015",0,7
"520","B2","102","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"521","B2","110","17",195,0,"1","1",39,"3","13",0,NA,"2015",0,7
"522","B2","111","17",124,0,"1","1",8,"1","8",0,"sprout","2015",0,7
"523","B2","112","17",243,5,"1","1",198,"9","22",0,NA,"2015",0,7
"524","B2","113","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"525","B2","114","17",160,5,"1","1",120,"5","24",0,NA,"2015",0,7
"526","B2","103","17",192,0,"1","1",4,"1","4",0,"burnt/sprout","2015",0,7
"527","B2","104","17",312,0,"1","1",56,"2","28",0,"sprout","2015",0,7
"528","B2","105","17",582,0,"1","1",21,"3","7",0,"sprout","2015",0,7
"529","B2","106","17",430,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"530","B2","107","17",280,0,"1","1",128,"4","32",0,NA,"2015",0,7
"531","B2","108","17",174,0,"1","1",26,"2","13",0,NA,"2015",0,7
"532","B2","109","17",196,0,"1","1",20,"2","10",0,NA,"2015",0,7
"533","B2","115","18",220,0,"1","1",18,"1","18",0,"resprout","2015",0,7
"534","B2","116","18",434,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"535","B2","160","18",204,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"536","B2","166","18",243,0,"1","1",296,"8","37",0,NA,"2015",0,7
"537","B2","167","18",360,0,"1","1",432,"8","54",0,NA,"2015",0,7
"538","B2","118","18",200,0,"1","1",190,"5","38",0,NA,"2015",0,7
"539","B2","117","18",322,0,"1","1",287,"7","41",0,NA,"2015",0,7
"540","B2","119","18",204,0,"1","1",240,"6","40",0,"burnt stalk","2015",0,7
"541","B2","121","18",423,0,"1","1",294,"6","49",0,NA,"2015",0,7
"542","B2","120","18",280,0,"1","1",228,"6","38",0,NA,"2015",0,7
"543","B2","122","18",210,0,"1","1",144,"3","48",0,NA,"2015",0,7
"544","B2","123","18",57,0,"1","1",320,"8","40",0,NA,"2015",0,7
"545","B2","124","18",477,0,"1","1",259,"7","37",0,NA,"2015",0,7
"546","B2","125","18",NA,NA,NA,NA,612,"12","51",0,"burnt stalk; 3 herb; new16","2015",0,7
"547","B2","126","18",92,0,"1","1",416,"8","52",0,NA,"2015",0,7
"548","B2","127","18",282,0,"1","1",57,"3","19",0,NA,"2015",0,7
"549","B2","131","18",264,0,"1","1",120,"6","20",0,NA,"2015",0,7
"550","B2","128","18",248,0,"1","1",560,"8","70",0,NA,"2015",0,7
"551","B2","129","18",92,0,"1","1",260,"5","52",0,NA,"2015",0,7
"552","B2","130","18",96,0,"1","1",480,"12","40",0,NA,"2015",0,7
"553","B2","132","18",310,0,"1","1",210,"6","35",0,NA,"2015",0,7
"554","B2","133","18",180,0,"1","1",288,"9","32",0,"1 herb","2015",0,7
"555","B2","134","18",203,0,"1","1",360,"6","60",0,NA,"2015",0,7
"556","B2","135","18",160,0,"1","1",140,"5","28",0,NA,"2015",0,7
"557","B2","136","18",120,0,"1","1",483,"7","69",0,"1 herb","2015",0,7
"558","B2","137","18",220,0,"1","1",432,"12","36",0,"2 herb","2015",0,7
"559","B2","138","18",196,0,"1","1",80,"5","16",0,NA,"2015",0,7
"560","B2","139","18",174,0,"1","1",420,"10","42",0,"1 herb","2015",0,7
"561","B2","140","18",216,0,"1","1",368,"8","46",0,NA,"2015",0,7
"562","B2","141","18",360,0,"1","1",420,"14","30",0,"burnt stalk","2015",0,7
"563","B2","142","18",135,0,"1","1",266,"7","38",0,"1 missing/herb","2015",0,7
"564","B2","143","18",252,0,"1","1",440,"11","40",0,NA,"2015",0,7
"565","B2","144","18",170,0,"1","1",360,"9","40",0,NA,"2015",0,7
"566","B2","145","18",220,0,"1","1",456,"12","38",0,"1 herb","2015",0,7
"567","B2","146","18",306,0,"1","1",272,"8","34",0,NA,"2015",0,7
"568","B2","147","18",128,7,"1","1",297,"9","33",0,"burnt stalk","2015",0,7
"569","B2","148","18",144,0,"1","1",150,"5","30",0,NA,"2015",0,7
"570","B2","149","18",110,0,"1","1",224,"7","32",0,NA,"2015",0,7
"571","B2","150","18",140,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"572","B2","151","18",240,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"573","B2","152","18",162,0,"1","1",432,"9","48",0,NA,"2015",0,7
"574","B2","153","18",63,0,"1","1",294,"7","42",0,"burnt stalk","2015",0,7
"575","B2","154","18",150,0,"1","1",150,"5","30",0,"burnt stalk, 1 herb","2015",0,7
"576","B2","155","18",228,0,"1","1",287,"7","41",0,"burnt stalk","2015",0,7
"577","B2","156","18",300,0,"1","1",NA,NA,NA,NA,"forgot to look for","2015",0,7
"578","B2","157","18",228,0,"1","1",190,"5","38",0,"burnt stalk","2015",0,7
"579","B2","158","18",300,0,"1","1",300,"5","60",0,"burnt stalk","2015",0,7
"580","B2","159","18",420,0,"1","1",NA,NA,NA,NA,"forgot to look for","2015",0,7
"581","B2","161","18",324,0,"1","1",250,"5","50",0,"burnt stalk","2015",0,7
"582","B2","162","18",224,0,"1","1",756,"14","54",0,"1 herb; burnt stalk","2015",0,7
"583","B2","163","18",78,0,"1","1",126,"6","21",0,"2 missing; 1herb","2015",0,7
"584","B2","164","18",280,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"585","B2","18.13.","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"586","B2","165","18",182,0,"1","1",923,"13","71",0,"1 herb","2015",0,7
"587","B2","168","19",168,0,"1","1",68,"4","17",0,"sprout","2015",0,7
"588","B2","169","19",78,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"589","B2","170","19",175,0,"1","1",50,"5","10",0,"sprout","2015",0,7
"590","B2","171","19",110,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"591","B2","172","19",288,0,"1","1",312,"8","39",0,"burnt","2015",0,7
"592","B2","173","19",450,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"593","B2","174","19",162,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"594","B2","175","19",380,0,"1","1",205,"5","41",0,"burnt","2015",0,7
"595","B2","176","19",115,0,"1","1",27,"3","9",0,"sprout","2015",0,7
"596","B2","177","19",140,0,"1","1",9,"1","9",0,"sprout","2015",0,7
"597","B2","178","19",330,0,"1","1",150,"6","25",0,"burnt","2015",0,7
"598","B2","179","19",140,0,"1","1",28,"2","14",0,"sprout","2015",0,7
"599","B2","180","19",198,0,"1","1",14,"2","7",0,"sprout","2015",0,7
"600","B2","181","19",352,0,"1","1",385,"11","35",0,NA,"2015",0,7
"601","B2","182","19",660,0,"1","1",500,"10","50",0,NA,"2015",0,7
"602","B2","183","19",468,0,"1","1",145,"5","29",0,"burnt/sprout","2015",0,7
"603","B2","184","19",296,0,"1","1",258,"6","43",0,"burnt","2015",0,7
"604","B2","185","19",203,0,"1","1",164,"4","41",0,"burnt/sprout","2015",0,7
"605","B2","186","19",225,0,"1","1",34,"2","17",0,"sprout","2015",0,7
"606","B2","187","19",124,0,"1","1",NA,NA,NA,NA,NA,"2015",0,7
"607","B2","191","20",132,0,"1","1",27,"3","9",0,"burnt, alive","2015",0,7
"608","B2","241","20",288,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"609","B2","243","20",42,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"610","B2","244","20",300,0,"1","1",NA,NA,NA,NA,"not present","2015",0,7
"611","B2","246","20",370,0,"1","1",27,"1","27",0,"burnt, alive","2015",0,7
"612","B2","247","20",256,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"613","B2","248","20",308,0,"1","1",75,"3","25",0,"burnt, alive","2015",0,7
"614","B2","193","20",400,0,"1","1",NA,NA,NA,NA,"forgot to do this plant","2015",0,7
"615","B2","194","20",175,0,"1","1",NA,NA,NA,NA,"burnt","2015",0,7
"616","B2","195","20",264,0,"1","1",150,"6","25",0,"burnt, alive","2015",0,7
"617","B2","196","20",140,0,"1","1",135,"5","27",0,"burnt, alive","2015",0,7
"618","B2","197","20",72,0,"1","1",NA,NA,NA,NA,"no plant, no toothpick","2015",0,7
"619","B2","198","20",224,0,"1","1",NA,NA,NA,NA,"forgot to do this plant","2015",0,7
"620","B2","199","20",240,0,NA,NA,NA,NA,NA,NA,"forgot to do this plant","2015",0,7
"621","B2","200","20",280,5,"1","1",231,"11","21",0,"burnt, alive","2015",0,7
"622","B2","18.2.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"623","B2","201","20",161,0,"1","1",405,"15","27",0,"burnt, alive","2015",0,7
"624","B2","202","20",102,0,"1","1",105,"5","21",0,"burnt, alive","2015",0,7
"625","B2","203","20",1116,0,"1","1",315,"9","35",0,"burnt, alive","2015",0,7
"626","B2","204","20",820,0,"1","1",120,"5","24",0,"burnt, alive","2015",0,7
"627","B2","205","20",198,0,"1","1",NA,NA,NA,NA,"forgot to do this plant","2015",0,7
"628","B2","18.3.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"629","B2","206","20",192,0,"1","1",192,"8","24",0,"burnt, alive","2015",0,7
"630","B2","207","20",752,0,"1","1",182,"7","26",0,"burnt, alive","2015",0,7
"631","B2","208","20",240,0,"1","1",320,"10","32",0,"burnt, alive","2015",0,7
"632","B2","209","20",1056,0,"1","1",16,"4","4",0,"burnt, alive","2015",0,7
"633","B2","210","20",240,0,"1","1",238,"7","34",0,"burnt, alive","2015",0,7
"634","B2","211","20",248,0,"1","1",238,"7","34",0,"burnt, alive","2015",0,7
"635","B2","212","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"636","B2","213","20",414,0,"1","1",245,"7","35",0,"burnt, alive","2015",0,7
"637","B2","214","20",450,0,"1","1",480,"10","48",0,"burnt, alive","2015",0,7
"638","B2","215","20",154,6,"1","1",60,"2","30",0,"burnt, alive","2015",0,7
"639","B2","216","20",140,0,"1","1",40,"2","20",0,"burnt, alive","2015",0,7
"640","B2","217","20",768,0,"1","1",180,"6","30",0,"burnt, alive","2015",0,7
"641","B2","218","20",156,0,"1","1",220,"10","22",0,"fruiting stalk burnt","2015",0,7
"642","B2","18.7.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"643","B2","219","20",50,0,"1","1",124,"4","31",0,"burnt, alive","2015",0,7
"644","B2","18.8.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"645","B2","220","20",280,NA,"1","1",126,"6","21",0,"burnt, alive","2015",0,7
"646","B2","18.12.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"647","B2","18.9.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"648","B2","221","20",126,0,"1","1",7,"1","7",0,"burnt, resprouting","2015",0,7
"649","B2","18.10.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"650","B2","18.11.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"651","B2","18.4.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"652","B2","223","20",508,0,"1","1",228,"12","19",0,"fruiting stalk burnt","2015",0,7
"653","B2","224","20",378,0,"1","1",800,"20","40",0,NA,"2015",0,7
"654","B2","225","20",125,0,"1","1",184,"8","23",0,NA,"2015",0,7
"655","B2","18.5.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"656","B2","227","20",144,0,"1","1",100,"5","20",0,"1 burnt trap, fruiting stalk burnt","2015",0,7
"657","B2","228","20",360,0,"1","1",150,"6","25",0,"fruiting stalk burnt","2015",0,7
"658","B2","18.6.","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",0,7
"659","B2","229","20",253,0,"1","1",12,"3","4",0,"burnt, resprouting,fruiting stalk burnt","2015",0,7
