"site","ID","quad","x","y","mark","Note25","N25","L25","FR25","FLW25","Comm25","Alive25","Alive25_tpry","size25"
"GSP-LI","178","S","807","6","op","","0","","","","","1","0","0"
"GSP-LI","179","S","808","2","wp","!unm pl","1","15","","","not dead","1","1","15"
"GSP-LI","180","S","810","10","rh","","5","11","","","","1","1","55"
"GSP-LI","181","S","812","4","yh","","4","12","","","","1","1","48"
"GSP-LI","18.12.","S","815","18","yp","","3","10","","","","1","1","30"
"GSP-LI","183","S","819","6","gh","","4","11","","","","1","1","44"
"GSP-LI","184","S","819","14","oh","!unm pl","0","","","","","1","0","0"
"GSP-LI","185","S","820","23","bh","","3","18","","","","1","1","54"
"GSP-LI","186","S","821","13","rh","","0","","","","new lvs","1","1","0"
"GSP-LI","187","S","822","11","wh","dead24","0","","","","","","","0"
"GSP-LI","188","S","825","3","gh","!unm pl","2","22","","","not dead","1","1","44"
"GSP-LI","189","S","825","11","gh","!unm pl","0","","","","","1","0","0"
"GSP-LI","190","S","828","4","rh","!unm pl","0","","","","","1","0","0"
"GSP-LI","191","S","830","8","bh","!unm pl","2","12","","","","1","1","24"
"GSP-LI","192","S","833","8","wh","","3","12","","","","1","1","36"
"GSP-LI","193","S","834","10","oh","","4","12","","","","1","1","48"
"GSP-LI","194","S","837","2","yp","","4","18","","","unm pl D","1","1","72"
"GSP-LI","195","S","840","5","wp","","2","20","","","","1","1","40"
"GSP-LI","25.11.","S","812","15","gh","","4","11","","","xy unc; not in ds","1","1","44"
"GSP-LI","196","S","855","0","oh","","4","19","","","not dead","1","1","76"
"GSP-LI","200","S","872","19","bp","!unm pl","0","","","","","1","0","0"
"GSP-LI","20.50.","S","888","26","gp","","0","","","","m25","1","0","0"
"GSP-LI","201","S","889","21","gh","!unm pl","0","","","","m25","1","0","0"
"GSP-LI","203","S","898","28","wp","","0","","","","","1","0","0"
"GSP-LI","204","S","915","3","yh","","0","","","","","1","0","0"
"GSP-LI","18.14.","S","920","3","od","!unm pl D","6","12","","","not dead","1","1","72"
"GSP-LI","205","S","922","7","bh","dead24","0","","","","","","","0"
"GSP-LI","206","S","926","6","wh","","2","15","","","not dead","1","1","30"
"GSP-LI","207","S","940","8","yh","disc 2ros ! unm pl","3","19","","","","1","1","57"
"GSP-LI","21.29.","S","940","10","bp","","0","","","","","1","0","0"
"GSP-LI","20.51.","S","968","6","yd","","0","","","","","1","0","0"
"GSP-LI","20.53.","S","996","38","rp","","0","","","","qs975-1000, no new","1","0","0"
"IA","297","1","7","15","rp","","8","11","","","","1","1","88"
"IA","3","1","7","50","yd","","6","91","","","","1","1","546"
"IA","1","1","10","22","gp","","4","51","","","","1","1","204"
"IA","2","1","14","26","bd","dead24","0","","","","","","","0"
"IA","18.21.","1","30","45","wh","dead24","0","","","","","","","0"
"IA","5","1","35","10","wd","","7","84","","","","1","1","588"
"IA","6","1","50","2","od","","2","111","","","qns25-50","1","1","222"
"IA","8","2","27","15","rh","Tx=1.5","","","","","survived underwater","1","",""
"IA","10","2","43","39","bh","mossy","","","","","survived underwater","1","",""
"IA","11","2","45","38","rp","","","","","","could not see; underwater, qns25-50","1","",""
"IA","374","3","8","2","op","Tx=2","","","","","underwater. Uncertain","1","",""
"IA","24","3","8","29","op","","","","","","underwater","1","",""
"IA","26","3","10","38","bp","","","","","","survived, underwater","1","",""
"IA","22","3","24","5","wd","","","","","","underwater","1","",""
"IA","21","3","25","1","gd","","1","21","","","qns25-50","1","1","21"
"IA","20.5.","15","5","9","yd","disc","","","","","disc","","",""
"IA","20.2.","15","5","15","op","disc","","","","","disc","","",""
"IA","20.3a.","15","5","37","bp","disc","","","","","disc","","",""
"IA","144","15","8","2","od","disc","","","","","disc","","",""
"IA","21.1.","15","20","29","rp","disc","","","","","disc","","",""
"IA","20.7.","15","20","35","wp","disc","","","","","disc","","",""
"IA","142","15","33","17","bp","disc","","","","","disc","","",""
"IA","21.2.","15","35","37","oh","disc","","","","","disc","","",""
"IA","18.12.","15","35","42","gp","disc","","","","","disc","","",""
"IA","18.11.","15","42","40","wp","disc","","","","","disc","","",""
"IA","20.1.","15","45","0","op","disc","","","","","disc","","",""
"IA","20.31.","16","0","38","rd","Tx=12","6","49","","","","1","1","294"
"IA","343","16","2","41","wp","","6","42","","","","1","1","252"
"IA","151","16","4","27","yd","","4","61","","","tp was yp","1","1","244"
"IA","148","16","6","10","wd","","4","29","","","","1","1","116"
"IA","20.30.","16","7","40","od","","3","22","","","tp was op","1","1","66"
"IA","20.32.","16","14","48","rp","","4","22","","","","1","1","88"
"IA","149","16","20","12","wh","","4","45","","","","1","1","180"
"IA","344","16","20","35","bh","","5","83","","","","1","1","415"
"IA","145","16","21","49","gp","","6","49","","","","1","1","294"
"IA","146","16","31","32","wp","","4","32","4","0","","1","1","128"
"IA","152","16","33","16","bh","","5","81","","","","1","1","405"
"IA","22.2.","16","42","29","bd","","8","36","","","","1","1","288"
"IA","147","16","49","29","od","","7","51","","","tp was oh, qs25-50, no new","1","1","357"
"IA","156","17","2","17","rh","Tx=12.5","1","24","","","","1","1","24"
"IA","154","17","12","30","gp","","3","38","","","","1","1","114"
"IA","163","17","18","2","yh","mossy","1","29","","","","1","1","29"
"IA","155","17","19","31","yd","","4","28","","","tp was yh","1","1","112"
"IA","20.27.","17","36","24","gp","","5","30","","","","1","1","150"
"IA","159","17","36","40","gp","2 ros","7,5","29,15","","","was 1ros","1","1","348"
"IA","346","17","42","5","op","","7","32","","","","1","1","224"
"IA","158","17","44","48","op","","3","73","","","","1","1","219"
"IA","23.1.","17","46","24","rp","","3","41","","","qns25-50","1","1","123"
"IA","167","18","3","26","oh","Tx=13","6","69","","","","1","1","414"
"IA","20.8.","18","7","12","bp","","3","72","","","","1","1","216"
"IA","20.4a.","18","9","38","gp","","4","38","","","","1","1","152"
"IA","165","18","10","16","op","","4","27","","","","1","1","108"
"IA","164","18","12","36","bh","","5","64","","","","1","1","320"
"IA","18.13.","18","15","30","wd","","5","13","","","","1","1","65"
"IA","22.4.","18","25","25","bd","dead24","0","","","","","","","0"
"IA","20.5a.","18","27","11","wd","","6","69","","","","1","1","414"
"IA","170","18","31","2","bp","dead24","0","","","","m25","","","0"
"IA","20.6a.","18","40","9","rd","","6","31","","","","1","1","186"
"IA","20.2a.","18","44","36","rd","","9","20","","","","1","1","180"
"IA","166","18","45","2","wp","","9","43","","","qns25-50","1","1","387"
"IA","20.10.","19","3","34","rd","Tx=13.5","0","","","","","1","0","0"
"IA","353","19","5","20","wp","","5","29","","","","1","1","145"
"IA","354","19","5","23","yh","","8","46","","","","1","1","368"
"IA","356","19","9","18","rp","","8","67","","","not mpd","1","1","536"
"IA","327","19","10","13","wd","","5","43","","","","1","1","215"
"IA","348","19","10","30","wp","","3","4","","","","1","1","12"
"IA","171","19","12","35","bp","","6","45","8","0","","1","1","270"
"IA","349","19","15","25","op","","8","58","","","","1","1","464"
"IA","175","19","25","15","gh","","5","79","8","0","","1","1","395"
"IA","174","19","27","20","op","","6","78","5","0","","1","1","468"
"IA","173","19","29","21","od","","6","18","","","","1","1","108"
"IA","177","19","31","0","bd","","7","31","","","","1","1","217"
"IA","351","19","32","5","wh","","6","52","","","","1","1","312"
"IA","172","19","32","50","rp","","0","","","","","1","0","0"
"IA","20.9.","19","34","36","od","dead24","0","","","","","","","0"
"IA","20.11.","19","38","8","gd","","5","47","","","","1","1","235"
"IA","20.12.","19","42","13","bp","dead24","0","","","","","","","0"
"IA","176","19","43","16","yp","","7","29","","","","1","1","203"
"IA","352","19","43","20","op","","0","","","","m25, qns25-50","1","0","0"
"IA","193","20","0","25","gp","Tx=16; mpd24","0","","","","m25","","","0"
"IA","179","20","8","19","wd","","4","54","7","0","","1","1","216"
"IA","178","20","8","47","gh","","4","64","","","","1","1","256"
"IA","185","20","13","4","gh","","3","30","","","","1","1","90"
"IA","196","20","14","3","op","mpd24","0","","","","m25","","","0"
"IA","186","20","14","5","bh","","5","23","","","","1","1","115"
"IA","180","20","21","15","yh","mossy","3","71","","","","1","1","213"
"IA","181","20","26","20","rp","mossy","4","27","","","","1","1","108"
"IA","360","20","27","27","bh","mossy; mpd24","0","","","","","","","0"
"IA","361","20","47","18","yp","","4","64","","","","1","1","256"
"IA","184","20","48","14","gp","","6","30","","","qns25-50","1","1","180"
"IA","197","21","0","3","bp","Tx=16.5","4","24","","","","1","1","96"
"IA","202","21","4","19","rd","mossy","3","41","","","","1","1","123"
"IA","362","21","12","1","yh","mossy","4","16","","","","1","1","64"
"IA","201","21","14","28","yd","mossy","0","","","","m25","1","0","0"
"IA","363","21","17","13","yp","mossy; dead24","0","","","","","","","0"
"IA","20.18.","21","18","33","wd","","2","97","","","","1","1","194"
"IA","328","21","20","3","od","","2","17","","","tp was wd","1","1","34"
"IA","212","21","21","13","yd","mossy","6","14","","","","1","1","84"
"IA","200","21","26","33","bh","","1","46","","","","1","1","46"
"IA","211","21","29","1","od","","2","17","","","tp was wp","1","1","34"
"IA","366","21","31","26","bd","","0","","","","m25","1","0","0"
"IA","203","21","40","43","gd","mossy","0","","","","m25","1","0","0"
"IA","215","21","42","1","oh","mossy","4","19","","","","1","1","76"
"IA","204","21","44","39","bh","","2","40","","","","1","1","80"
"IA","206","21","45","26","wd","mossy","3","33","","","","1","1","99"
"IA","209","21","48","17","gp","","4","63","","","","1","1","252"
"IA","20.17.","21","50","42","rp","","0","","","","m25, qs25-50, no new","1","0","0"
"IA","220","22","5","25","rp","Tx=17","3","85","","","","1","1","255"
"IA","217","22","5","42","bd","","5","30","0","","inf herb or aborted,  tp was gd","1","1","150"
"IA","221","22","8","18","wd","","6","78","","","","1","1","468"
"IA","224","22","12","19","rp","","4","15","","","","1","1","60"
"IA","222","22","14","3","gh","","2","12","","","","1","1","24"
"IA","20.19.","22","16","5","bd","","5","61","","","","1","1","305"
"IA","20.21.","22","18","44","bp","","4","25","5","","","1","1","100"
"IA","20.24.","22","19","22","bd","","5","22","","","","1","1","110"
"IA","20.25.","22","24","17","rp","","4","25","","","","1","1","100"
"IA","20.22.","22","24","41","wp","","4","38","","","","1","1","152"
"IA","20.26.","22","28","18","op","","12","8","","",">1 pl ?","1","1","96"
"IA","226","22","32","11","op","","0","","","","","1","0","0"
"IA","219","22","32","32","wd","","6","32","","","","1","1","192"
"IA","18.15.","22","33","37","bh","","2","11","","","","1","1","22"
"IA","20.20.","22","42","30","gd","dead24","0","","","","","","","0"
"IA","223","22","50","12","yp","","6","42","","","qns25-50","1","1","252"
"IA","232","23","10","25","gp","Tx=17.5","2","45","","","qns25-50","1","1","90"
"IA","230","23","11","15","bd","","5","16","","","ngr","1","1","80"
"IA","228","23","30","22","oh","","7","43","","","tp was bh, same plt, wrong mrk?","1","1","301"
"IA","227","23","45","40","gp","","5","105","","","","1","1","525"
"IA","237","24","2","11","yd","Tx=18","4","52","","","","1","1","208"
"IA","234","24","2","27","wp","","3","8","","","","1","1","24"
"IA","235","24","29","10","rp","","4","74","","","","1","1","296"
"IA","238","24","49","1","op","","3","78","4","","qns25-50","1","1","234"
"IA","239","25","2","42","of","Tx=19","4","73","","","","1","1","292"
"IA","240","25","10","43","gp","","1","35","","","","1","1","35"
"IA","241","25","13","40","op","","1","24","6","","","1","1","24"
"IA","242","25","14","36","bd","","3","15","","","tp was bp","1","1","45"
"IA","21.4.","25","25","5","rd","","3","25","","","qns25-50","1","1","75"
"IA","253","25","26","33","wd","","6","32","","","","1","1","192"
"IA","247","25","29","26","oh","","2","50","","","","1","1","100"
"IA","244","25","37","32","yd","","6","85","","","ngr","1","1","510"
"IA","245","25","46","43","rh","","4","71","","","","1","1","284"
"IA","261","26","-30","2","gp","Tx=19.5UR","5","50","","","","1","1","250"
"IA","265","26","-27","12","wd","","5","22","","","","1","1","110"
"IA","22.6.","26","-26","20","bp","","0","","","","m25","1","0","0"
"IA","24.1.","26","-25","39","yp","","3","19","","","","1","1","57"
"IA","277","26","-24","14","wd","","7","36","","","","1","1","252"
"IA","259","26","-15","2","gf","","4","82","","","tp was gd","1","1","328"
"IA","18.18.","26","-10","49","rh","","2","25","","","","1","1","50"
"IA","269","26","-5","19","rh","","0","","","","","1","0","0"
"IA","258","26","0","8","rp","","2","83","","","qs-25-0, no news","1","1","166"
"IA","278","27","-43","40","op","Tx=18.5UR","5","35","","","","1","1","175"
"IA","282","27","-35","22","bd","","2","25","","","","1","1","50"
"IA","283","27","-32","34","rd","","1","10","","","","1","1","10"
"IA","280","27","-30","19","gd","sphag","5","21","","","","1","1","105"
"IA","370","27","-9","48","oh","","5","12","","","","1","1","60"
"IA","369","27","-5","17","yh","","5","60","","","","1","1","300"
"IA","289","27","-4","3","rd","","5","117","","","qns-25-0","1","1","585"
"IA","371","28","-35","28","od","Tx=18UR","0","","","","m25","1","0","0"
"IA","18.20.","28","-25","12","yp","","3","69","","","","1","1","207"
"IA","330","28","-20","22","op","","0","","","","m25","1","0","0"
"IA","22.7.","28","-20","30","yd","","0","","","","m25","1","0","0"
"IA","18.19.","28","-15","47","bd","","4","58","","","","1","1","232"
"IA","20.29.","28","-10","35","rd","","5","16","","","","1","1","80"
"IA","23.2.","28","-9","46","wd","","5","30","","","","1","1","150"
"IA","22.8.","28","-5","25","rd","","7","15","","","","1","1","105"
"IA","23.3.","28","-1","25","gp","dead24","0","","","","m25","","","0"
"IA","23.4.","28","0","31","rd","","5","10","","","tp was od","1","1","50"
"IA","25.1.","28","-23","34","op","","3","6","","","same pl?, new, qs-25-0","1","1","18"
"IA","24.6.","29","-45","5","bf","","3","14","","","","1","1","42"
"IA","24.8.","29","-42","20","rd","","4","56","","","","1","1","224"
"IA","24.7.","29","-40","18","yp","","0","","","","m25","1","0","0"
"IA","24.9.","29","-36","40","bp","","7","92","","","","1","1","644"
"IA","24.10.","29","-28","32","op","","3","42","","","","1","1","126"
"IA","24.3.","29","-15","4","bh","","3","85","","","","1","1","255"
"IA","24.4.","29","-13","6","od","","6","21","","","","1","1","126"
"IA","24.5.","29","-12","8","yd","","3","15","","","tp was gd","1","1","45"
"IA","24.2.","29","-3","46","rd","Tx=17.5UR","2","15","","","","1","1","30"
"IA","24.11.","30","-47","5","rh","Tx=17UR","4","23","","","","1","1","92"
"IA","24.16.","30","-25","25","rh","","0","","","","","1","0","0"
"IA","24.19.","30","-21","32","wp","","7","10","","","","1","1","70"
"IA","24.15.","30","-14","4","op","","2","20","","","","1","1","40"
"IA","24.12.","30","-13","10","rd","","0","","","","","1","0","0"
"IA","24.13.","30","-11","5","wp","","4","63","","","","1","1","252"
"IA","24.17.","30","-10","31","gh","","8","41","","","","1","1","328"
"IA","24.14.","30","-5","10","bd","","4","57","","","","1","1","228"
"IA","24.18.","30","-5","46","yd","","5","50","","","tp was gd, qns-25-0","1","1","250"
"IA","24.36.","31","-47","3","bp","","4","18","","","","1","1","72"
"IA","24.27.","31","-47","41","bd","","0","","","","","1","0","0"
"IA","24.37.","31","-45","3","yp","","5","18","","","","1","1","90"
"IA","24.28.","31","-45","23","wp","2ros","5,5","14,24","","","","1","1","240"
"IA","24.38.","31","-43","13","rh","","2","65","","","","1","1","130"
"IA","24.26.","31","-43","47","rd","sphag","3","81","","","","1","1","243"
"IA","24.30.","31","-41","27","yp","","0","","","","","1","0","0"
"IA","24.29.","31","-40","31","bh","","6","13","","","","1","1","78"
"IA","24.25.","31","-38","38","gh","","3","96","","","","1","1","288"
"IA","24.39.","31","-37","17","gh","","4","17","","","","1","1","68"
"IA","24.31.","31","-37","25","op","","4","41","","","","1","1","164"
"IA","24.32.","31","-37","30","gf","","6","7","","","","1","1","42"
"IA","24.41.","31","-30","0","yd","","0","","","","","1","0","0"
"IA","24.40.","31","-30","17","rd","","2","13","","","","1","1","26"
"IA","24.24.","31","-30","36","wd","","3","4","","","","1","1","12"
"IA","24.42.","31","-22","2","gh","","3","19","","","","1","1","57"
"IA","24.23.","31","-22","41","bf","","3","16","","","","1","1","48"
"IA","24.22.","31","-14","45","wp","sphag","7","17","","","","1","1","119"
"IA","24.43.","31","-13","8","rd","","2","65","","","qns0-25","1","1","130"
"IA","24.20.","31","-8","32","rh","Tx=16.5UR, sphag","2","34","","","","1","1","68"
"IA","24.45.","31","-7","9","oh","","2","12","","","","1","1","24"
"IA","24.34.","31","-8","25","yd","sphag","3","11","","","oldx=-3, oldy=20","1","1","33"
"IA","24.44.","31","-2","12","bd","","1","12","","","","1","1","12"
"IA","24.35.","31","-2","15","rf","sphag","4","67","","","","1","1","268"
"IA","24.33.","31","0","23","rf","sphag","3","66","","","tp was rh","1","1","198"
"IA","24.21.","31","0","38","bp","sphag","1","12","","","","1","1","12"
"IA","25.2.","31","0","28","bd","","4","55","","","missed, qs0-25, no new","1","1","220"
"IA","25.3.","31","-14","34","rd","","1","85","","","missed","1","1","85"
"IA","25.4.","31","-18","33","yd","","3","9","","","missed","1","1","27"
