,"(deg C) Maximum Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"1981-12-12",7.3121
"1981-12-13",7.3917
"1981-12-14",7.7125
"1981-12-15",10.922
"1981-12-16",8.4225
"1981-12-17",10.1622
"1981-12-18",7.1218
"1981-12-19",1.7026
"1981-12-20",0.852
"1981-12-21",5.4617
"1981-12-22",15.1226
"1981-12-23",20.6326
"1981-12-24",16.7218
"1981-12-25",8.9523
"1981-12-26",8.8826
"1981-12-27",9.8215
"1981-12-28",14.7918
"1981-12-29",12.6418
"1981-12-30",6.5224
"1981-12-31",8.3628
"1982-01-01",14.2628
"1982-01-02",9.4432
"1982-01-03",11.8129
"1982-01-04",19.7128
"1982-01-05",10.1525
"1982-01-06",15.333
"1982-01-07",21.293
"1982-01-08",13.0623
"1982-01-09",9.2628
"1982-01-10",-3.3577
"1982-01-11",-4.1071
"1982-01-12",0.1825
"1982-01-13",1.0233
"1982-01-14",1.1524
"1982-01-15",3.0534
"1982-01-16",6.4031
"1982-01-17",1.393
"1982-01-18",7.7026
"1982-01-19",6.6926
"1982-01-20",12.6325
"1982-01-21",8.4633
"1982-01-22",4.9933
"1982-01-23",11.6224
"1982-01-24",9.4933
"1982-01-25",7.1725
"1982-01-26",3.6223
"1982-01-27",2.5922
"1982-01-28",11.6224
"1982-01-29",10.5723
"1982-01-30",15.0034
"1982-01-31",21.9584
"1982-02-01",16.0084
"1982-02-02",5.5985
"1982-02-03",19.1789
"1982-02-04",19.9396
"1982-02-05",14.7992
"1982-02-06",17.4984
"1982-02-07",8.9294
"1982-02-08",14.0285
"1982-02-09",15.1287
"1982-02-10",12.9984
"1982-02-11",10.6086
"1982-02-12",13.1889
"1982-02-13",10.9094
"1982-02-14",13.5285
"1982-02-15",21.1789
"1982-02-16",19.1188
"1982-02-17",20.6489
"1982-02-18",8.1888
"1982-02-19",15.3693
"1982-02-20",16.739
"1982-02-21",16.3593
"1982-02-22",9.8091
"1982-02-23",15.7791
"1982-02-24",24.3795
"1982-02-25",13.9195
"1982-02-26",5.289
"1982-02-27",3.9093
"1982-02-28",6.4933
"1982-03-01",8.7327
"1982-03-02",18.2528
"1982-03-03",19.0536
"1982-03-04",18.5135
"1982-03-05",24.5624
"1982-03-06",17.7628
"1982-03-07",17.2829
"1982-03-08",9.9232
"1982-03-09",16.5736
"1982-03-10",19.3531
"1982-03-11",23.783
"1982-03-12",25.1326
"1982-03-13",23.5424
"1982-03-14",19.9233
"1982-03-15",15.3531
"1982-03-16",15.5034
"1982-03-17",28.6928
"1982-03-18",21.0424
"1982-03-19",24.4434
"1982-03-20",23.2328
"1982-03-21",25.3933
"1982-03-22",18.4834
"1982-03-23",18.7729
"1982-03-24",17.8932
"1982-03-25",19.6626
"1982-03-26",13.4834
"1982-03-27",8.5034
"1982-03-28",9.8329
"1982-03-29",17.1425
"1982-03-30",21.303
"1982-03-31",22.5586
"1982-04-01",26.9685
"1982-04-02",26.0487
"1982-04-03",25.7479
"1982-04-04",20.9083
"1982-04-05",13.8881
"1982-04-06",12.848
"1982-04-07",12.0284
"1982-04-08",9.3881
"1982-04-09",18.7879
"1982-04-10",14.8681
"1982-04-11",19.1689
"1982-04-12",24.0286
"1982-04-13",24.6589
"1982-04-14",26.288
"1982-04-15",26.4484
"1982-04-16",28.7479
"1982-04-17",28.3281
"1982-04-18",22.8481
"1982-04-19",21.5185
"1982-04-20",20.9684
"1982-04-21",25.4384
"1982-04-22",18.1187
"1982-04-23",18.4784
"1982-04-24",21.7679
"1982-04-25",22.3281
"1982-04-26",25.5286
"1982-04-27",26.8582
"1982-04-28",22.2579
"1982-04-29",19.7779
"1982-04-30",21.417
"1982-05-01",24.6765
"1982-05-02",26.8369
"1982-05-03",27.0361
"1982-05-04",26.8068
"1982-05-05",27.4472
"1982-05-06",29.2367
"1982-05-07",30.7567
"1982-05-08",25.3669
"1982-05-09",26.1264
"1982-05-10",26.4171
"1982-05-11",27.1164
"1982-05-12",30.367
"1982-05-13",33.4761
"1982-05-14",33.7568
"1982-05-15",31.1064
"1982-05-16",31.0362
"1982-05-17",29.9572
"1982-05-18",29.0061
"1982-05-19",28.3469
"1982-05-20",29.2066
"1982-05-21",28.4672
"1982-05-22",29.6063
"1982-05-23",31.0161
"1982-05-24",27.6865
"1982-05-25",28.9071
"1982-05-26",30.0863
"1982-05-27",29.1264
"1982-05-28",30.9673
"1982-05-29",33.7568
"1982-05-30",33.9172
"1982-05-31",32.7254
"1982-06-01",29.8958
"1982-06-02",29.5161
"1982-06-03",31.1064
"1982-06-04",29.6063
"1982-06-05",29.7755
"1982-06-06",26.476
"1982-06-07",26.4359
"1982-06-08",30.0261
"1982-06-09",29.966
"1982-06-10",27.3557
"1982-06-11",25.1652
"1982-06-12",26.1652
"1982-06-13",28.6853
"1982-06-14",29.0261
"1982-06-15",28.1364
"1982-06-16",31.1364
"1982-06-17",30.0763
"1982-06-18",28.5161
"1982-06-19",32.5262
"1982-06-20",29.8958
"1982-06-21",32.0362
"1982-06-22",29.2154
"1982-06-23",30.8858
"1982-06-24",27.1452
"1982-06-25",29.2154
"1982-06-26",30.9459
"1982-06-27",30.6552
"1982-06-28",29.5161
"1982-06-29",31.5763
"1982-06-30",31.4322
"1982-07-01",29.5825
"1982-07-02",30.1928
"1982-07-03",33.5425
"1982-07-04",32.8019
"1982-07-05",29.1627
"1982-07-06",28.4522
"1982-07-07",30.6126
"1982-07-08",31.9522
"1982-07-09",32.9823
"1982-07-10",30.4121
"1982-07-11",31.7129
"1982-07-12",31.2818
"1982-07-13",30.3419
"1982-07-14",30.9322
"1982-07-15",30.3119
"1982-07-16",30.6327
"1982-07-17",31.1226
"1982-07-18",32.1427
"1982-07-19",31.6828
"1982-07-20",32.9222
"1982-07-21",32.8019
"1982-07-22",31.7618
"1982-07-23",31.1026
"1982-07-24",31.1928
"1982-07-25",29.9923
"1982-07-26",34.5525
"1982-07-27",33.6628
"1982-07-28",33.4523
"1982-07-29",31.4121
"1982-07-30",30.882
"1982-07-31",29.8294
"1982-08-01",30.2392
"1982-08-02",30.5988
"1982-08-03",30.7292
"1982-08-04",32.8695
"1982-08-05",32.9485
"1982-08-06",32.2793
"1982-08-07",32.0487
"1982-08-08",31.2592
"1982-08-09",30.4096
"1982-08-10",30.159
"1982-08-11",30.6891
"1982-08-12",29.2993
"1982-08-13",26.7793
"1982-08-14",28.2993
"1982-08-15",30.8695
"1982-08-16",30.4297
"1982-08-17",30.2392
"1982-08-18",28.3795
"1982-08-19",29.3795
"1982-08-20",31.5988
"1982-08-21",32.3695
"1982-08-22",30.3595
"1982-08-23",31.9196
"1982-08-24",33.5889
"1982-08-25",33.9285
"1982-08-26",30.3896
"1982-08-27",32.2292
"1982-08-28",30.9096
"1982-08-29",25.2291
"1982-08-30",26.4885
"1982-08-31",26.7229
"1982-09-01",28.6226
"1982-09-02",31.4422
"1982-09-03",31.6327
"1982-09-04",25.9722
"1982-09-05",26.3519
"1982-09-06",27.9923
"1982-09-07",28.4522
"1982-09-08",28.6828
"1982-09-09",28.1527
"1982-09-10",26.9722
"1982-09-11",28.1928
"1982-09-12",30.372
"1982-09-13",29.9823
"1982-09-14",28.6126
"1982-09-15",29.7028
"1982-09-16",31.0926
"1982-09-17",29.9121
"1982-09-18",31.3231
"1982-09-19",27.4021
"1982-09-20",28.6627
"1982-09-21",26.872
"1982-09-22",24.402
"1982-09-23",21.4221
"1982-09-24",23.1727
"1982-09-25",26.1827
"1982-09-26",20.4421
"1982-09-27",25.0324
"1982-09-28",25.9722
"1982-09-29",24.382
"1982-09-30",24.1263
"1982-10-01",25.5662
"1982-10-02",27.8457
"1982-10-03",26.1163
"1982-10-04",27.8457
"1982-10-05",29.0462
"1982-10-06",28.5261
"1982-10-07",27.8657
"1982-10-08",26.0963
"1982-10-09",29.1853
"1982-10-10",24.2554
"1982-10-11",19.7854
"1982-10-12",23.9559
"1982-10-13",22.3256
"1982-10-14",23.7554
"1982-10-15",21.516
"1982-10-16",19.5962
"1982-10-17",14.6162
"1982-10-18",18.3055
"1982-10-19",23.4258
"1982-10-20",25.486
"1982-10-21",23.0561
"1982-10-22",16.9358
"1982-10-23",15.2064
"1982-10-24",10.1562
"1982-10-25",11.046
"1982-10-26",18.1162
"1982-10-27",18.8255
"1982-10-28",19.3656
"1982-10-29",20.6952
"1982-10-30",23.6952
"1982-10-31",25.0699
"1982-11-01",25.4096
"1982-11-02",26.9597
"1982-11-03",25.11
"1982-11-04",25.8594
"1982-11-05",15.3606
"1982-11-06",10.4595
"1982-11-07",14.14
"1982-11-08",18.1701
"1982-11-09",20.5499
"1982-11-10",20.2905
"1982-11-11",19.2503
"1982-11-12",24.4597
"1982-11-13",19.0398
"1982-11-14",14.7002
"1982-11-15",11.8906
"1982-11-16",12.9495
"1982-11-17",18.3994
"1982-11-18",18.2002
"1982-11-19",16.2603
"1982-11-20",19.5398
"1982-11-21",22.4496
"1982-11-22",20.6
"1982-11-23",23.7303
"1982-11-24",22.7504
"1982-11-25",11.5096
"1982-11-26",13.7703
"1982-11-27",12.9495
"1982-11-28",14.7202
"1982-11-29",20.6501
"1982-11-30",20.3494
"1982-12-01",24.6501
"1982-12-02",24.9196
"1982-12-03",24.2103
"1982-12-04",22.6201
"1982-12-05",24.4196
"1982-12-06",18.9195
"1982-12-07",16.0197
"1982-12-08",15.0698
"1982-12-09",15.3192
"1982-12-10",11.7001
"1982-12-11",11.4896
"1982-12-12",7.3492
"1982-12-13",2.7602
"1982-12-14",9.1399
"1982-12-15",17.4796
"1982-12-16",16.4796
"1982-12-17",8.1901
"1982-12-18",6.4394
"1982-12-19",7.0096
"1982-12-20",8.4495
"1982-12-21",8.3492
"1982-12-22",9.3592
"1982-12-23",16.0799
"1982-12-24",21.1401
"1982-12-25",22.0098
"1982-12-26",22.0799
"1982-12-27",21.9396
"1982-12-28",20.1301
"1982-12-29",15.5698
"1982-12-30",8.8592
"1982-12-31",6.9933
"1983-01-01",7.3639
"1983-01-02",7.9138
"1983-01-03",10.0238
"1983-01-04",7.974
"1983-01-05",8.3637
"1983-01-06",12.3941
"1983-01-07",14.4041
"1983-01-08",11.5941
"1983-01-09",9.3341
"1983-01-10",16.9833
"1983-01-11",14.5336
"1983-01-12",7.5138
"1983-01-13",5.5935
"1983-01-14",10.2635
"1983-01-15",8.2843
"1983-01-16",5.0039
"1983-01-17",7.2331
"1983-01-18",2.0734
"1983-01-19",1.3043
"1983-01-20",2.8733
"1983-01-21",3.904
"1983-01-22",11.2339
"1983-01-23",12.2736
"1983-01-24",10.234
"1983-01-25",10.184
"1983-01-26",11.6531
"1983-01-27",8.8137
"1983-01-28",10.6135
"1983-01-29",12.894
"1983-01-30",15.1438
"1983-01-31",17.8204
"1983-02-01",20.3701
"1983-02-02",21.8802
"1983-02-03",13.6798
"1983-02-04",6.2101
"1983-02-05",6.9498
"1983-02-06",2.9503
"1983-02-07",10.3904
"1983-02-08",7.3498
"1983-02-09",9.62
"1983-02-10",8.1202
"1983-02-11",5.55
"1983-02-12",6.8306
"1983-02-13",6.0704
"1983-02-14",4.7295
"1983-02-15",14.9899
"1983-02-16",17.6999
"1983-02-17",17.1704
"1983-02-18",12.4402
"1983-02-19",14.8297
"1983-02-20",14.59
"1983-02-21",18.0896
"1983-02-22",13.0094
"1983-02-23",17.6896
"1983-02-24",14.44
"1983-02-25",11.7095
"1983-02-26",7.1305
"1983-02-27",9.1995
"1983-02-28",11.8005
"1983-03-01",12.3505
"1983-03-02",19.4702
"1983-03-03",21.5007
"1983-03-04",23.5608
"1983-03-05",24.7709
"1983-03-06",22.1302
"1983-03-07",24.0709
"1983-03-08",24.4004
"1983-03-09",22.0199
"1983-03-10",15.3501
"1983-03-11",10.7507
"1983-03-12",14.231
"1983-03-13",17.9601
"1983-03-14",20.2906
"1983-03-15",24.6299
"1983-03-16",14.9502
"1983-03-17",15.4104
"1983-03-18",21.0303
"1983-03-19",19.7304
"1983-03-20",21.661
"1983-03-21",20.3303
"1983-03-22",9.82
"1983-03-23",11.5608
"1983-03-24",7.301
"1983-03-25",10.3302
"1983-03-26",13.4298
"1983-03-27",18.56
"1983-03-28",17.1499
"1983-03-29",14.8399
"1983-03-30",14.9105
"1983-03-31",11.93
"1983-04-01",17.6704
"1983-04-02",22.8198
"1983-04-03",18.4998
"1983-04-04",20.0406
"1983-04-05",19.1997
"1983-04-06",26.8604
"1983-04-07",27.3206
"1983-04-08",25.44
"1983-04-09",26.7501
"1983-04-10",24.0607
"1983-04-11",16.7705
"1983-04-12",17.6101
"1983-04-13",20.9098
"1983-04-14",23.5005
"1983-04-15",23.8697
"1983-04-16",16.0808
"1983-04-17",17.9306
"1983-04-18",12.3402
"1983-04-19",8.2304
"1983-04-20",12.6697
"1983-04-21",15.3399
"1983-04-22",18.2601
"1983-04-23",19.5907
"1983-04-24",21.8007
"1983-04-25",17.3896
"1983-04-26",23.18
"1983-04-27",26.6899
"1983-04-28",26.7104
"1983-04-29",27.7103
"1983-04-30",28.109
"1983-05-01",28.2987
"1983-05-02",29.5588
"1983-05-03",25.2183
"1983-05-04",21.7187
"1983-05-05",24.4286
"1983-05-06",24.0581
"1983-05-07",26.8283
"1983-05-08",24.8183
"1983-05-09",20.9585
"1983-05-10",23.7479
"1983-05-11",27.4783
"1983-05-12",29.7985
"1983-05-13",26.1887
"1983-05-14",30.369
"1983-05-15",30.0587
"1983-05-16",26.6783
"1983-05-17",20.8085
"1983-05-18",24.2286
"1983-05-19",24.4478
"1983-05-20",28.5089
"1983-05-21",28.4589
"1983-05-22",30.269
"1983-05-23",30.4587
"1983-05-24",27.5577
"1983-05-25",27.7487
"1983-05-26",26.9783
"1983-05-27",25.8182
"1983-05-28",28.2089
"1983-05-29",28.4589
"1983-05-30",30.7382
"1983-05-31",30.4446
"1983-06-01",24.585
"1983-06-02",26.2848
"1983-06-03",28.6051
"1983-06-04",31.3548
"1983-06-05",29.255
"1983-06-06",29.5844
"1983-06-07",28.9845
"1983-06-08",26.9655
"1983-06-09",27.2847
"1983-06-10",27.2847
"1983-06-11",27.9551
"1983-06-12",29.0448
"1983-06-13",30.3254
"1983-06-14",30.9253
"1983-06-15",30.9753
"1983-06-16",30.9548
"1983-06-17",31.9252
"1983-06-18",31.4253
"1983-06-19",31.215
"1983-06-20",30.1754
"1983-06-21",30.5356
"1983-06-22",28.4346
"1983-06-23",30.0857
"1983-06-24",32.2957
"1983-06-25",34.2147
"1983-06-26",31.9252
"1983-06-27",33.9147
"1983-06-28",32.3649
"1983-06-29",32.8456
"1983-06-30",30.6151
"1983-07-01",30.9048
"1983-07-02",32.4059
"1983-07-03",33.6058
"1983-07-04",34.0852
"1983-07-05",32.5649
"1983-07-06",30.1754
"1983-07-07",29.4255
"1983-07-08",29.3947
"1983-07-09",31.4958
"1983-07-10",31.2855
"1983-07-11",31.4855
"1983-07-12",33.2456
"1983-07-13",35.7248
"1983-07-14",35.5953
"1983-07-15",36.235
"1983-07-16",37.0759
"1983-07-17",36.7657
"1983-07-18",36.0658
"1983-07-19",33.7955
"1983-07-20",35.2056
"1983-07-21",38.1553
"1983-07-22",37.8553
"1983-07-23",36.4952
"1983-07-24",37.2156
"1983-07-25",34.9556
"1983-07-26",30.1549
"1983-07-27",31.9354
"1983-07-28",31.0958
"1983-07-29",32.2149
"1983-07-30",33.5648
"1983-07-31",33.2494
"1983-08-01",33.8891
"1983-08-02",31.6598
"1983-08-03",31.6791
"1983-08-04",33.3289
"1983-08-05",32.3598
"1983-08-06",33.9993
"1983-08-07",32.4392
"1983-08-08",33.7993
"1983-08-09",36.0388
"1983-08-10",35.1697
"1983-08-11",36.5695
"1983-08-12",33.8596
"1983-08-13",30.269
"1983-08-14",26.6194
"1983-08-15",29.4896
"1983-08-16",31.9098
"1983-08-17",33.0892
"1983-08-18",35.4889
"1983-08-19",36.0696
"1983-08-20",38.0091
"1983-08-21",39.1487
"1983-08-22",38.2399
"1983-08-23",38.709
"1983-08-24",33.4391
"1983-08-25",28.7691
"1983-08-26",31.8791
"1983-08-27",34.1493
"1983-08-28",34.1096
"1983-08-29",32.6097
"1983-08-30",34.8697
"1983-08-31",34.1942
"1983-09-01",31.8329
"1983-09-02",28.1231
"1983-09-03",28.714
"1983-09-04",31.0637
"1983-09-05",34.5839
"1983-09-06",34.7736
"1983-09-07",34.3031
"1983-09-08",33.8635
"1983-09-09",34.1032
"1983-09-10",34.4134
"1983-09-11",35.994
"1983-09-12",34.2531
"1983-09-13",30.0331
"1983-09-14",24.9632
"1983-09-15",24.3735
"1983-09-16",26.5835
"1983-09-17",29.7434
"1983-09-18",31.7329
"1983-09-19",31.8637
"1983-09-20",26.7437
"1983-09-21",28.1731
"1983-09-22",20.2329
"1983-09-23",20.9341
"1983-09-24",21.1136
"1983-09-25",22.3737
"1983-09-26",23.7736
"1983-09-27",24.5837
"1983-09-28",25.6541
"1983-09-29",23.3441
"1983-09-30",16.9679
"1983-10-01",23.4479
"1983-10-02",26.5579
"1983-10-03",28.7781
"1983-10-04",29.428
"1983-10-05",29.7575
"1983-10-06",26.0182
"1983-10-07",25.658
"1983-10-08",25.4182
"1983-10-09",25.1478
"1983-10-10",24.0479
"1983-10-11",21.8379
"1983-10-12",26.9373
"1983-10-13",29.1973
"1983-10-14",22.507
"1983-10-15",23.1877
"1983-10-16",23.6377
"1983-10-17",24.4581
"1983-10-18",25.8682
"1983-10-19",25.9579
"1983-10-20",18.5177
"1983-10-21",15.6975
"1983-10-22",15.9578
"1983-10-23",22.0571
"1983-10-24",24.7081
"1983-10-25",20.6175
"1983-10-26",18.2678
"1983-10-27",15.4578
"1983-10-28",21.038
"1983-10-29",23.7082
"1983-10-30",15.6078
"1983-10-31",17.8742
"1983-11-01",19.0343
"1983-11-02",21.4943
"1983-11-03",22.9941
"1983-11-04",15.8244
"1983-11-05",13.9336
"1983-11-06",16.2744
"1983-11-07",20.0445
"1983-11-08",21.8148
"1983-11-09",23.1544
"1983-11-10",22.5044
"1983-11-11",18.0742
"1983-11-12",10.7648
"1983-11-13",9.6841
"1983-11-14",14.4849
"1983-11-15",19.8445
"1983-11-16",13.9541
"1983-11-17",11.4044
"1983-11-18",15.7245
"1983-11-19",16.9141
"1983-11-20",23.9646
"1983-11-21",18.9049
"1983-11-22",20.8546
"1983-11-23",21.734
"1983-11-24",20.7944
"1983-11-25",18.2139
"1983-11-26",15.7937
"1983-11-27",15.7437
"1983-11-28",24.5645
"1983-11-29",16.4449
"1983-11-30",13.4696
"1983-12-01",14.9797
"1983-12-02",14.7989
"1983-12-03",17.7089
"1983-12-04",19.4997
"1983-12-05",19.3792
"1983-12-06",18.1293
"1983-12-07",8.9188
"1983-12-08",11.489
"1983-12-09",12.8196
"1983-12-10",16.9487
"1983-12-11",18.0588
"1983-12-12",17.8986
"1983-12-13",16.6692
"1983-12-14",13.3094
"1983-12-15",13.1286
"1983-12-16",12.3787
"1983-12-17",14.5387
"1983-12-18",11.3596
"1983-12-19",9.2893
"1983-12-20",3.5489
"1983-12-21",7.2087
"1983-12-22",12.8991
"1983-12-23",10.0995
"1983-12-24",4.9192
"1983-12-25",-7.3704
"1983-12-26",-2.5414
"1983-12-27",4.0796
"1983-12-28",11.0288
"1983-12-29",11.1391
"1983-12-30",2.3785
"1983-12-31",-3.458
"1984-01-01",6.5911
"1984-01-02",8.4215
"1984-01-03",8.8115
"1984-01-04",11.8519
"1984-01-05",11.4217
"1984-01-06",15.4417
"1984-01-07",8.3317
"1984-01-08",12.0019
"1984-01-09",13.6621
"1984-01-10",17.4517
"1984-01-11",11.9818
"1984-01-12",2.3715
"1984-01-13",2.4518
"1984-01-14",9.4413
"1984-01-15",5.9318
"1984-01-16",7.6712
"1984-01-17",11.0613
"1984-01-18",8.002
"1984-01-19",6.7318
"1984-01-20",3.572
"1984-01-21",1.3222
"1984-01-22",3.8816
"1984-01-23",11.7514
"1984-01-24",13.6113
"1984-01-25",17.5013
"1984-01-26",17.0712
"1984-01-27",15.9912
"1984-01-28",12.3611
"1984-01-29",13.9221
"1984-01-30",13.902
"1984-01-31",6.961
"1984-02-01",8.1415
"1984-02-02",13.6716
"1984-02-03",18.8106
"1984-02-04",17.2815
"1984-02-05",11.0814
"1984-02-06",5.4816
"1984-02-07",2.5215
"1984-02-08",6.6514
"1984-02-09",13.9209
"1984-02-10",18.8212
"1984-02-11",21.4906
"1984-02-12",23.7711
"1984-02-13",21.9112
"1984-02-14",21.2613
"1984-02-15",19.2608
"1984-02-16",19.7913
"1984-02-17",22.0814
"1984-02-18",20.4909
"1984-02-19",21.8013
"1984-02-20",19.8008
"1984-02-21",14.5814
"1984-02-22",16.5016
"1984-02-23",13.3514
"1984-02-24",20.4306
"1984-02-25",13.1907
"1984-02-26",12.451
"1984-02-27",11.0814
"1984-02-28",12.2016
"1984-02-29",5.2133
"1984-03-01",7.5235
"1984-03-02",11.4737
"1984-03-03",14.4243
"1984-03-04",18.0839
"1984-03-05",20.8537
"1984-03-06",17.8038
"1984-03-07",11.5233
"1984-03-08",15.9333
"1984-03-09",9.2936
"1984-03-10",7.8437
"1984-03-11",13.3443
"1984-03-12",14.1336
"1984-03-13",17.6337
"1984-03-14",19.2738
"1984-03-15",20.804
"1984-03-16",26.4936
"1984-03-17",17.0334
"1984-03-18",15.3838
"1984-03-19",19.9639
"1984-03-20",26.8635
"1984-03-21",20.134
"1984-03-22",18.1642
"1984-03-23",18.254
"1984-03-24",22.3236
"1984-03-25",23.3138
"1984-03-26",19.2041
"1984-03-27",20.5133
"1984-03-28",24.8842
"1984-03-29",19.9532
"1984-03-30",13.6834
"1984-03-31",13.7649
"1984-04-01",16.0739
"1984-04-02",19.7441
"1984-04-03",15.8245
"1984-04-04",23.705
"1984-04-05",20.3644
"1984-04-06",18.1749
"1984-04-07",18.2044
"1984-04-08",17.584
"1984-04-09",14.1041
"1984-04-10",10.9349
"1984-04-11",19.3742
"1984-04-12",21.6241
"1984-04-13",25.0946
"1984-04-14",27.114
"1984-04-15",24.9646
"1984-04-16",20.9943
"1984-04-17",18.9347
"1984-04-18",17.525
"1984-04-19",20.7343
"1984-04-20",16.9648
"1984-04-21",23.4143
"1984-04-22",15.0943
"1984-04-23",22.3839
"1984-04-24",16.764
"1984-04-25",26.6745
"1984-04-26",30.6649
"1984-04-27",28.3548
"1984-04-28",30.4345
"1984-04-29",27.2842
"1984-04-30",30.1083
"1984-05-01",22.2492
"1984-05-02",20.0289
"1984-05-03",27.9294
"1984-05-04",26.7584
"1984-05-05",26.4488
"1984-05-06",28.6289
"1984-05-07",29.9086
"1984-05-08",31.1683
"1984-05-09",20.5393
"1984-05-10",21.6784
"1984-05-11",25.4491
"1984-05-12",28.5686
"1984-05-13",27.7687
"1984-05-14",29.2386
"1984-05-15",21.8592
"1984-05-16",18.7692
"1984-05-17",19.5385
"1984-05-18",24.7791
"1984-05-19",29.8992
"1984-05-20",30.9886
"1984-05-21",31.7284
"1984-05-22",29.8283
"1984-05-23",28.0688
"1984-05-24",27.569
"1984-05-25",30.4191
"1984-05-26",31.3987
"1984-05-27",29.3993
"1984-05-28",28.6584
"1984-05-29",28.0393
"1984-05-30",23.6589
"1984-05-31",20.5913
"1984-06-01",25.4704
"1984-06-02",29.371
"1984-06-03",33.0105
"1984-06-04",32.0108
"1984-06-05",32.4315
"1984-06-06",33.3708
"1984-06-07",34.0515
"1984-06-08",32.331
"1984-06-09",32.4315
"1984-06-10",32.331
"1984-06-11",32.9608
"1984-06-12",32.8415
"1984-06-13",33.3815
"1984-06-14",33.5505
"1984-06-15",34.2606
"1984-06-16",31.1104
"1984-06-17",31.1411
"1984-06-18",34.4107
"1984-06-19",35.5214
"1984-06-20",33.5505
"1984-06-21",31.2711
"1984-06-22",30.321
"1984-06-23",29.5104
"1984-06-24",30.041
"1984-06-25",31.531
"1984-06-26",30.9213
"1984-06-27",31.8607
"1984-06-28",31.0312
"1984-06-29",30.4711
"1984-06-30",28.9409
"1984-07-01",30.1816
"1984-07-02",29.5116
"1984-07-03",30.4108
"1984-07-04",31.3514
"1984-07-05",31.5417
"1984-07-06",30.2312
"1984-07-07",32.1112
"1984-07-08",29.4312
"1984-07-09",29.3911
"1984-07-10",34.2606
"1984-07-11",36.0816
"1984-07-12",34.7215
"1984-07-13",31.7012
"1984-07-14",31.7118
"1984-07-15",29.8909
"1984-07-16",30.731
"1984-07-17",30.4215
"1984-07-18",28.2413
"1984-07-19",29.6912
"1984-07-20",29.2008
"1984-07-21",28.7908
"1984-07-22",27.2416
"1984-07-23",28.9007
"1984-07-24",31.1411
"1984-07-25",32.9313
"1984-07-26",31.791
"1984-07-27",31.4412
"1984-07-28",27.771
"1984-07-29",24.3915
"1984-07-30",27.771
"1984-07-31",26.6804
"1984-08-01",30.4108
"1984-08-02",30.8008
"1984-08-03",32.7304
"1984-08-04",33.6001
"1984-08-05",33.4807
"1984-08-06",33.2799
"1984-08-07",32.9206
"1984-08-08",34.1307
"1984-08-09",32.4905
"1984-08-10",31.4199
"1984-08-11",30.8799
"1984-08-12",30.8906
"1984-08-13",31.2297
"1984-08-14",31.2203
"1984-08-15",33.9097
"1984-08-16",33.1901
"1984-08-17",32.11
"1984-08-18",31.7402
"1984-08-19",30.3907
"1984-08-20",30.8102
"1984-08-21",30.75
"1984-08-22",30.4498
"1984-08-23",31.2498
"1984-08-24",29.3308
"1984-08-25",28.9007
"1984-08-26",29.2705
"1984-08-27",29.7704
"1984-08-28",29.15
"1984-08-29",30.8504
"1984-08-30",32.1006
"1984-08-31",31.3467
"1984-09-01",30.1568
"1984-09-02",32.7375
"1984-09-03",33.2373
"1984-09-04",29.7172
"1984-09-05",23.3977
"1984-09-06",25.0272
"1984-09-07",25.3274
"1984-09-08",26.0576
"1984-09-09",26.977
"1984-09-10",26.7974
"1984-09-11",29.4974
"1984-09-12",29.5175
"1984-09-13",23.8775
"1984-09-14",32.077
"1984-09-15",32.3274
"1984-09-16",20.6575
"1984-09-17",22.3177
"1984-09-18",22.4973
"1984-09-19",23.7274
"1984-09-20",26.6071
"1984-09-21",28.9869
"1984-09-22",29.3273
"1984-09-23",29.3367
"1984-09-24",30.7275
"1984-09-25",29.3473
"1984-09-26",31.1269
"1984-09-27",21.6974
"1984-09-28",21.2471
"1984-09-29",15.1368
"1984-09-30",17.7837
"1984-10-01",22.144
"1984-10-02",18.5341
"1984-10-03",21.2436
"1984-10-04",25.234
"1984-10-05",26.0931
"1984-10-06",24.9138
"1984-10-07",23.8338
"1984-10-08",25.6937
"1984-10-09",26.1935
"1984-10-10",23.7133
"1984-10-11",24.8535
"1984-10-12",24.6338
"1984-10-13",24.9032
"1984-10-14",25.4633
"1984-10-15",26.1841
"1984-10-16",28.7743
"1984-10-17",28.5037
"1984-10-18",27.7935
"1984-10-19",29.7432
"1984-10-20",30.6531
"1984-10-21",27.9837
"1984-10-22",27.1341
"1984-10-23",28.6431
"1984-10-24",28.5934
"1984-10-25",27.1837
"1984-10-26",27.9235
"1984-10-27",29.0637
"1984-10-28",28.1031
"1984-10-29",28.8841
"1984-10-30",25.9241
"1984-10-31",27.127
"1984-11-01",26.5669
"1984-11-02",26.9167
"1984-11-03",17.7766
"1984-11-04",17.8475
"1984-11-05",22.157
"1984-11-06",16.4272
"1984-11-07",12.3469
"1984-11-08",13.7673
"1984-11-09",17.4576
"1984-11-10",18.8768
"1984-11-11",20.9872
"1984-11-12",11.007
"1984-11-13",12.477
"1984-11-14",14.9572
"1984-11-15",18.6475
"1984-11-16",21.617
"1984-11-17",12.3671
"1984-11-18",14.4976
"1984-11-19",20.2368
"1984-11-20",7.8768
"1984-11-21",5.7971
"1984-11-22",8.4972
"1984-11-23",14.4669
"1984-11-24",14.377
"1984-11-25",15.8966
